configuration,problem,model,data_file,status,time,peakDepth,nodes,variables,intVars,boolVariables,objective,propagations,initTime,method,baseMem,restarts,nSolutions,flatBoolVars,randomSeed,evaluatedHalfReifiedConstraints,flatIntConstraints,solver_objective,backjumps,solveTime,flatIntVars,nogoods,flatTime,peakMem,flatBoolConstraints,failures,run,trailMem,eliminatedImplications,paths,propagators,optTime,evaluatedReifiedConstraints
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta71_7a_alloc1_MaxEffGini.dzn,SATISFIED,1200.7436059564352,,,,,,-44233,,,minimize,,,161,6100,,4100,18211,,,,8091,,1.8509,,8000,,MaxEff,,2100,0,,,4000
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta50_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta50_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5735596492887,602,3610741,288122,2435,285685,-9465,617529712,0.114,minimize,0.0,38,38,1830,1113218102,1230,5483,-9465,3255515,1199.344,2433,335312,0.653493,0.0,2400,335312,MaxEff,0.63,630,0,3056,935.543,1200
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta41_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta41_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5719065312296,608,3514416,272870,2433,270435,-11231,508967551,0.113,minimize,0.0,34,34,1830,-184677869,1230,5481,-11231,2996701,1199.351,2431,497882,0.648208,0.0,2400,497882,MaxEff,0.94,630,0,3052,938.156,1200
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta54_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta54_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.622715972364,762,2509912,332007,3053,328952,-15857,305836473,0.138,minimize,0.0,60,60,2300,1575227332,1550,6866,-15857,1797644,1199.23,3051,666249,0.771731,0.0,3000,666249,MaxEff,0.94,800,0,3817,10.062,1500
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta48_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta48_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5590792372823,606,3562559,251591,2432,249157,-10292,484927026,0.111,minimize,0.0,25,25,1830,-163453505,1230,5481,-10292,2899293,1199.398,2431,648435,0.605547,0.0,2400,648435,MaxEff,0.94,630,0,3052,1165.58,1200
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta71_6a_alloc1_MaxEffGini.dzn,SATISFIED,1201.4091895632446,2019,2928261,1559495,8091,1551402,-42146,188704368,0.384,minimize,0.0,189,189,6100,1276147946,4100,18210,-42146,2091397,1198.069,8090,454204,1.93008,0.0,8000,454204,MaxEff,3.16,2100,0,10100,311.833,4000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta75_8a_alloc1_MaxEffGini.dzn,SATISFIED,1201.6131289936602,2020,1856204,1783906,8087,1775817,-42812,249749573,0.384,minimize,0.0,190,190,6100,908995972,4100,18206,-42812,1242144,1198.013,8086,229456,1.98747,0.0,8000,229456,MaxEff,3.16,2100,0,10092,1126.854,4000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta33_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta33_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5232498832047,461,2933152,197823,1833,195988,-8842,463290619,0.085,minimize,0.0,34,34,1380,522251162,930,4127,-8842,1911857,1199.488,1832,1005476,0.510812,0.0,1800,1005476,MaxEff,0.63,480,0,2299,468.407,900
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta75_9a_alloc1_MaxEffGini.dzn,SATISFIED,1201.1470378730446,2016,3309085,619372,8088,611282,-21755,392280540,0.378,minimize,0.0,85,85,6100,2105988637,4100,18207,-21755,2997044,1198.031,8087,139612,1.97256,0.0,8000,139612,MaxEff,1.41,2100,0,10094,1124.457,4000
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta64_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta64_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.746628843248,1016,2614873,350837,4039,346796,-18502,278218244,0.184,minimize,0.0,53,53,3050,1049644056,2050,9107,-18502,1892404,1198.984,4037,668158,1.01367,0.0,4000,668158,MaxEff,0.94,1050,0,5044,214.021,2000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta54_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta54_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.4500716216862,,,,,,-16041,,,minimize,,,66,2300,,1550,6867,,,,3052,,0.817544,,3000,,MaxEff,,800,0,,,1500
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta48_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta48_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.362048363313,,,,,,-10459,,,minimize,,,29,1830,,1230,5481,,,,2431,,0.643166,,2400,,MaxEff,,630,0,,,1200
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta76_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta76_5a_alloc1_MaxEffGini.dzn,SATISFIED,1201.4435800071806,2021,2383642,1377800,8085,1369713,-43048,193201338,0.385,minimize,0.0,151,151,6100,1774615442,4100,18204,-43048,1707059,1198.098,8084,370486,1.90288,0.0,8000,370486,MaxEff,3.16,2100,0,10088,1004.255,4000
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta74_7a_alloc1_MaxEffGini.dzn,SATISFIED,1201.444500938058,2019,4785992,1672797,8088,1664707,-47213,442160956,0.385,minimize,0.0,168,168,6100,209619850,4100,18206,-47213,4111233,1198.117,8086,334692,1.88188,0.0,8000,334692,MaxEff,3.16,2100,0,10092,917.243,4000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta78_7a_alloc1_MaxEffGini.dzn,SATISFIED,1201.4089279323816,2021,1741688,1431894,8089,1423803,-43882,205064613,0.385,minimize,0.0,148,148,6100,572390731,4100,18208,-43882,1136193,1198.121,8088,305121,1.87826,0.0,8000,305121,MaxEff,3.16,2100,0,10096,138.736,4000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta54_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta54_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.647966582328,762,3072838,349853,3053,346798,-16041,237562519,0.141,minimize,0.0,65,65,2300,-1254772166,1550,6867,-16041,2309915,1199.178,3052,713040,0.820887,0.0,3000,713040,MaxEff,0.94,800,0,3819,40.082,1500
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta42_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta42_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6229678466916,609,3143419,270436,2433,268001,-10712,540356502,0.112,minimize,0.0,19,19,1830,-2041596666,1230,5482,-10712,2675545,1199.389,2432,456525,0.614164,0.0,2400,456525,MaxEff,0.94,630,0,3054,597.265,1200
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta69_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta69_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.7971681486815,1017,2707344,416525,4050,412473,-21599,253889058,0.189,minimize,0.0,49,49,3050,-723072194,2050,9119,-21599,2028923,1198.947,4049,628076,1.05424,0.0,4000,628076,MaxEff,1.41,1050,0,5068,645.844,2000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta74_9a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6827818062156,,,,,,-47213,,,minimize,,,155,6100,,4100,18208,,,,8088,,1.89117,,8000,,MaxEff,,2100,0,,,4000
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta52_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta52_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.644372722134,762,5545473,248490,3051,245437,-14935,227307990,0.139,minimize,0.0,36,36,2300,389350575,1550,6864,-14935,4527473,1199.225,3049,990014,0.775239,0.0,3000,990014,MaxEff,0.94,800,0,3813,3.113,1500
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta32_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta32_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5657213646919,459,3419855,236536,1834,234700,-8878,462594917,0.084,minimize,0.0,33,33,1380,-998888175,930,4127,-8878,2614161,1199.483,1832,790522,0.514588,0.0,1800,790522,MaxEff,0.63,480,0,2299,1157.821,900
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta78_10a_alloc1_MaxEffGini.dzn,SATISFIED,1201.3595074750483,2021,1632839,1389291,8092,1381197,-43882,186179992,0.378,minimize,0.0,132,132,6100,1224716136,4100,18211,-43882,1059748,1198.124,8091,304989,1.87803,0.0,8000,304989,MaxEff,3.16,2100,0,10102,114.197,4000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta43_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta43_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.3135614898056,,,,,,-9638,,,minimize,,,25,1830,,1230,5476,,,,2426,,0.6461,,2400,,MaxEff,,630,0,,,1200
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta63_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta63_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5422011762857,,,,,,-18001,,,minimize,,,55,3050,,2050,9121,,,,4051,,1.005139,,4000,,MaxEff,,1050,0,,,2000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta56_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta56_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6065245084465,765,3410198,278286,3049,275235,-15896,267493855,0.142,minimize,0.0,51,51,2300,-1716236074,1550,6863,-15896,2548610,1199.226,3048,822169,0.772221,0.0,3000,822169,MaxEff,0.94,800,0,3811,6.879,1500
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta74_10a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6917901039124,,,,,,-47213,,,minimize,,,151,6100,,4100,18209,,,,8089,,1.98244,,8000,,MaxEff,,2100,0,,,4000
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta64_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta64_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.7066889964044,1016,2565833,346978,4040,342936,-18502,299915055,0.185,minimize,0.0,50,50,3050,75834125,2050,9108,-18502,1843328,1198.944,4038,671152,1.05424,0.0,4000,671152,MaxEff,1.41,1050,0,5046,226.462,2000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta66_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta66_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.7355483528227,1015,2599040,330677,4046,326629,-19664,304219862,0.186,minimize,0.0,38,38,3050,-760843058,2050,9115,-19664,1802518,1198.993,4045,757308,1.006529,0.0,4000,757308,MaxEff,1.41,1050,0,5060,100.456,2000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta74_5a_alloc1_MaxEffGini.dzn,SATISFIED,1201.4647924955934,2020,1979829,1573458,8085,1565371,-47213,189319670,0.38,minimize,0.0,121,121,6100,-1792236433,4100,18204,-47213,1471037,1198.115,8084,263210,1.89041,0.0,8000,263210,MaxEff,3.16,2100,0,10088,578.291,4000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta77_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta77_8a_alloc1_MaxEffGini.dzn,SATISFIED,1201.3568319678307,2020,1799589,1297622,8097,1289523,-43567,192673009,0.391,minimize,0.0,100,100,6100,-844727834,4100,18216,-43567,1334182,1198.021,8096,262074,1.9796,0.0,8000,262074,MaxEff,3.16,2100,0,10112,707.132,4000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta59_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta59_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6119683478028,761,5813571,217554,3049,214503,-14640,291829835,0.139,minimize,0.0,49,49,2300,342979811,1550,6863,-14640,4327530,1199.237,3048,1448228,0.767079,0.0,3000,1448228,MaxEff,0.94,800,0,3811,5.105,1500
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta80_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta80_6a_alloc1_MaxEffGini.dzn,SATISFIED,1200.660160701722,,,,,,-42044,,,minimize,,,200,6100,,4100,18209,,,,8089,,1.87909,,8000,,MaxEff,,2100,0,,,4000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta73_7a_alloc1_MaxEffGini.dzn,SATISFIED,1201.4134713038802,2020,1497348,1271958,8092,1263864,-45238,179010140,0.39,minimize,0.0,117,117,6100,-321643134,4100,18211,-45238,992697,1198.019,8091,267080,1.97889,0.0,8000,267080,MaxEff,3.16,2100,0,10102,1189.176,4000
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta75_10a_alloc1_MaxEffGini.dzn,SATISFIED,1201.342981075868,2019,1630291,1388910,8090,1380818,-44353,193160093,0.379,minimize,0.0,127,127,6100,1665732614,4100,18208,-44353,1011143,1198.059,8088,361595,1.9404,0.0,8000,361595,MaxEff,3.16,2100,0,10096,60.621,4000
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta77_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta77_9a_alloc1_MaxEffGini.dzn,SATISFIED,1201.320638075471,2019,1826201,1283620,8099,1275519,-43567,188263975,0.384,minimize,0.0,94,94,6100,31947483,4100,18217,-43567,1361788,1198.097,8097,273263,1.90329,0.0,8000,273263,MaxEff,3.16,2100,0,10114,818.731,4000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta46_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta46_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5314296595752,609,2998671,237252,2433,234817,-10385,500031596,0.114,minimize,0.0,23,23,1830,-1132169354,1230,5482,-10385,2332613,1199.388,2432,652032,0.613159,0.0,2400,652032,MaxEff,0.94,630,0,3054,17.11,1200
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta68_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta68_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.83680238761,1014,2059846,367864,4045,363817,-19510,344213371,0.191,minimize,0.0,50,50,3050,-1165029449,2050,9114,-19510,1488898,1198.922,4044,519792,1.08048,0.0,4000,519792,MaxEff,1.41,1050,0,5058,843.973,2000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta56_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta56_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.464098336175,,,,,,-15896,,,minimize,,,51,2300,,1550,6861,,,,3046,,0.768658,,3000,,MaxEff,,800,0,,,1500
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta35_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta35_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6188292689621,460,3716777,201925,1831,200092,-8281,430032269,0.083,minimize,0.0,37,37,1380,-823877801,930,4125,-8281,2653531,1199.484,1830,1046096,0.514721,0.0,1800,1046096,MaxEff,0.94,480,0,2295,727.358,900
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta73_8a_alloc1_MaxEffGini.dzn,SATISFIED,1201.5499269850552,2020,2069494,1678181,8093,1670086,-44315,276830223,0.392,minimize,0.0,271,271,6100,-1786552492,4100,18212,-44315,1293419,1198.013,8092,228151,1.98704,0.0,8000,228151,MaxEff,3.16,2100,0,10104,514.183,4000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta37_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta37_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5219327602535,462,3770040,166932,1833,165097,-8284,423697493,0.086,minimize,0.0,26,26,1380,1404997995,930,4127,-8284,2672264,1199.478,1832,1085529,0.519918,0.0,1800,1085529,MaxEff,0.63,480,0,2299,231.121,900
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta70_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta70_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.7307024598122,1013,2867185,359620,4045,355573,-19299,294806524,0.184,minimize,0.0,60,60,3050,516844696,2050,9113,-19299,2279704,1198.997,4043,526151,1.005339,0.0,4000,526151,MaxEff,0.94,1050,0,5056,13.316,2000
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta56_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta56_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5988506637514,764,3256445,279472,3048,276422,-15896,252458273,0.142,minimize,0.0,51,51,2300,1603698015,1550,6861,-15896,2431500,1199.23,3046,785593,0.768708,0.0,3000,785593,MaxEff,0.94,800,0,3807,5.816,1500
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta45_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta45_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.4148613363504,,,,,,-10893,,,minimize,,,26,1830,,1230,5477,,,,2427,,0.642276,,2400,,MaxEff,,630,0,,,1200
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta38_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta38_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.4876616559923,458,3055344,164979,1834,163143,-7131,490785689,0.081,minimize,0.0,19,19,1380,755379976,930,4127,-7131,2023547,1199.486,1832,1022945,0.512332,0.0,1800,1022945,MaxEff,0.63,480,0,2299,67.033,900
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta63_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta63_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.738277638331,1015,2162184,334206,4053,330151,-18001,342094712,0.187,minimize,0.0,55,55,3050,-812349551,2050,9121,-18001,1464035,1198.985,4051,641766,1.014459,0.0,4000,641766,MaxEff,0.94,1050,0,5072,28.297,2000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta75_6a_alloc1_MaxEffGini.dzn,SATISFIED,1201.4506101999432,2020,1828366,1423976,8085,1415889,-44353,205369842,0.386,minimize,0.0,175,175,6100,-1728798,4100,18204,-44353,1120594,1198.013,8084,353644,1.98641,0.0,8000,353644,MaxEff,3.16,2100,0,10088,113.014,4000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta64_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta64_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5840762909502,,,,,,-18502,,,minimize,,,50,3050,,2050,9108,,,,4038,,1.09196,,4000,,MaxEff,,1050,0,,,2000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta34_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta34_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.4037863016129,,,,,,-10261,,,minimize,,,28,1380,,930,4127,,,,1832,,0.512646,,1800,,MaxEff,,480,0,,,900
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta71_7a_alloc1_MaxEffGini.dzn,SATISFIED,1201.4242175724357,2019,2457310,1526383,8092,1518289,-43450,195658339,0.386,minimize,0.0,158,158,6100,-1145493471,4100,18211,-43450,1768711,1198.113,8091,368447,1.88992,0.0,8000,368447,MaxEff,3.16,2100,0,10102,835.448,4000
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta71_7a_alloc1_MaxEffGini.dzn,SATISFIED,1201.4483787044883,2018,2825092,1542860,8093,1534765,-43450,212248379,0.393,minimize,0.0,158,158,6100,-2065376941,4100,18211,-43450,2136744,1198.01,8091,368346,1.98882,0.0,8000,368346,MaxEff,3.16,2100,0,10102,834.893,4000
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta78_9a_alloc1_MaxEffGini.dzn,SATISFIED,1201.3350308984518,2020,1573436,1426939,8092,1418845,-43823,278728458,0.375,minimize,0.0,141,141,6100,41042245,4100,18210,-43823,1004136,1198.165,8090,283185,1.83354,0.0,8000,283185,MaxEff,3.16,2100,0,10100,164.629,4000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta51_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta51_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.4246521722525,,,,,,-14795,,,minimize,,,47,2300,,1550,6866,,,,3051,,0.809544,,3000,,MaxEff,,800,0,,,1500
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta73_5a_alloc1_MaxEffGini.dzn,SATISFIED,1201.2847044467926,2019,9880536,1321432,8091,1313339,-44407,844864088,0.379,minimize,0.0,181,181,6100,1391157924,4100,18209,-44407,9053611,1198.12,8089,460711,1.8788,0.0,8000,460711,MaxEff,3.16,2100,0,10098,1168.929,4000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta79_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6509978603572,,,,,,-44118,,,minimize,,,121,6100,,4100,18205,,,,8085,,1.97234,,8000,,MaxEff,,2100,0,,,4000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta55_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta55_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5918961688876,763,7880929,198441,3049,195390,-12972,239138329,0.14,minimize,0.0,43,43,2300,1372042737,1550,6863,-12972,6005953,1199.226,3048,1841616,0.771097,0.0,3000,1841616,MaxEff,0.63,800,0,3811,4.579,1500
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta58_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta58_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6103223692626,763,3191580,299863,3055,296806,-16354,289031338,0.144,minimize,0.0,66,66,2300,-1955425046,1550,6868,-16354,2446554,1199.22,3053,694311,0.780146,0.0,3000,694311,MaxEff,0.94,800,0,3821,6.711,1500
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta79_5a_alloc1_MaxEffGini.dzn,SATISFIED,1201.4370748344809,2021,1598387,1384740,8087,1376651,-44118,209467367,0.385,minimize,0.0,121,121,6100,671071925,4100,18205,-44118,1069394,1198.109,8085,283305,1.89876,0.0,8000,283305,MaxEff,3.16,2100,0,10090,210.039,4000
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta68_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta68_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.7112376615405,1013,2026277,366944,4046,362896,-19510,350196062,0.183,minimize,0.0,50,50,3050,-1321803761,2050,9114,-19510,1461057,1199.017,4044,514123,0.980587,0.0,4000,514123,MaxEff,1.41,1050,0,5058,826.842,2000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta32_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta32_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5259489156306,460,3154782,230997,1832,229163,-8878,441925782,0.085,minimize,0.0,31,31,1380,83182536,930,4126,-8878,2384486,1199.484,1831,755965,0.513802,0.0,1800,755965,MaxEff,0.63,480,0,2297,868.112,900
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta65_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta65_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.780351370573,1013,2131274,350918,4049,346867,-18669,318917826,0.184,minimize,0.0,54,54,3050,1984388199,2050,9117,-18669,1349398,1198.967,4047,726562,1.03718,0.0,4000,726562,MaxEff,1.41,1050,0,5064,623.456,2000
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta74_9a_alloc1_MaxEffGini.dzn,SATISFIED,1201.5106379278004,2020,2020570,1661600,8089,1653509,-47213,195060249,0.388,minimize,0.0,162,162,6100,465035379,4100,18208,-47213,1434041,1198.135,8088,258211,1.87853,0.0,8000,258211,MaxEff,3.16,2100,0,10096,644.832,4000
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta32_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta32_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.3209866378456,,,,,,-8878,,,minimize,,,31,1380,,930,4126,,,,1831,,0.512989,,1800,,MaxEff,,480,0,,,900
