configuration,problem,model,data_file,status,time,peakDepth,nodes,variables,intVars,boolVariables,objective,propagations,initTime,method,baseMem,restarts,nSolutions,flatBoolVars,randomSeed,evaluatedHalfReifiedConstraints,flatIntConstraints,solver_objective,backjumps,solveTime,flatIntVars,nogoods,flatTime,peakMem,flatBoolConstraints,failures,run,trailMem,eliminatedImplications,paths,propagators,optTime,evaluatedReifiedConstraints
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta71_8a_alloc1_MaxEffGini.dzn,SATISFIED,1201.561481392011,2018,2907586,1604310,8152,1596156,-44233,180704440,0.384,minimize,0.0,160,160,6100,-1463169075,4100,18270,-44233,2156430,1198.102,8150,427103,1.90038,0.0,8000,427103,MaxEff_dcmp,3.16,2100,0,10191,919.096,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta43_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta43_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6016835868359,604,2710295,378186,2436,375748,-9325,406897491,0.111,minimize,0.0,23,23,1830,1996456955,1230,5484,-9325,2428850,1199.384,2434,268419,0.614614,0.0,2400,268419,MaxEff_dcmp,1.41,630,0,3054,1192.454,1200
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta63_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta63_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.742393327877,1015,2514692,357408,4059,353347,-16978,284863491,0.181,minimize,0.0,38,38,3050,401739889,2050,9127,-16978,1913691,1198.979,4057,561792,1.020019,0.0,4000,561792,MaxEff_dcmp,1.41,1050,0,5080,18.9,2000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta43_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta43_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5950246676803,608,2907287,332680,2431,330247,-9869,488171207,0.107,minimize,0.0,28,28,1830,-101070336,1230,5479,-9869,2611987,1199.343,2429,279145,0.655307,0.0,2400,279145,MaxEff_dcmp,0.94,630,0,3046,1129.474,1200
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta55_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta55_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5779497195035,762,7870357,206140,3064,203074,-12972,238917474,0.137,minimize,0.0,43,43,2300,-914569328,1550,6877,-12972,6008446,1199.229,3062,1828605,0.769932,0.0,3000,1828605,MaxEff_dcmp,0.63,800,0,3832,2.398,1500
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta78_10a_alloc1_MaxEffGini.dzn,SATISFIED,1201.5854438189417,2020,1035998,1837127,8185,1828940,-40159,287917274,0.38,minimize,0.0,138,138,6100,-1588821562,4100,18303,-40159,727095,1198.114,8183,29387,1.88563,0.0,8000,29387,MaxEff_dcmp,3.16,2100,0,10240,243.763,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta46_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta46_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.557609949261,606,2938891,245948,2437,243509,-10385,491328533,0.111,minimize,0.0,18,18,1830,-1139327156,1230,5485,-10385,2285451,1199.346,2435,642482,0.652214,0.0,2400,642482,MaxEff_dcmp,0.94,630,0,3058,15.246,1200
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta59_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta59_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6279615312815,760,4978443,221085,3065,218018,-14640,298150902,0.137,minimize,0.0,44,44,2300,-2118334506,1550,6878,-14640,3526409,1199.231,3063,1418067,0.767422,0.0,3000,1418067,MaxEff_dcmp,0.94,800,0,3834,3.285,1500
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta78_6a_alloc1_MaxEffGini.dzn,SATISFIED,1201.180878661573,2015,2522318,694186,8121,686063,-17608,309114789,0.374,minimize,0.0,65,65,6100,-221175080,4100,18239,-17608,2283505,1198.12,8119,106412,1.89301,0.0,8000,106412,MaxEff_dcmp,2.11,2100,0,10142,559.573,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta71_5a_alloc1_MaxEffGini.dzn,SATISFIED,1201.5634994450957,2018,3435068,1886090,8113,1877975,-43450,251603080,0.378,minimize,0.0,274,274,6100,-1383535618,4100,18231,-43450,2557993,1198.1,8111,323542,1.89774,0.0,8000,323542,MaxEff_dcmp,3.16,2100,0,10131,1163.136,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta76_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta76_6a_alloc1_MaxEffGini.dzn,SATISFIED,1201.4410548675805,2020,2291163,1414908,8119,1406787,-43048,186170629,0.384,minimize,0.0,141,141,6100,1820956329,4100,18237,-43048,1640300,1198.11,8117,364984,1.88889,0.0,8000,364984,MaxEff_dcmp,3.16,2100,0,10138,1132.691,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta71_7a_alloc1_MaxEffGini.dzn,SATISFIED,1201.5478385649621,2018,2523546,1742831,8137,1734692,-43450,186759806,0.382,minimize,0.0,157,157,6100,884537600,4100,18255,-43450,1852001,1198.108,8135,353560,1.88974,0.0,8000,353560,MaxEff_dcmp,3.16,2100,0,10168,849.67,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta66_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta66_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.7640302386135,1014,2354062,376493,4055,372436,-19664,291226315,0.188,minimize,0.0,38,38,3050,1079760166,2050,9123,-19664,1643140,1198.984,4053,671770,1.01353,0.0,4000,671770,MaxEff_dcmp,1.41,1050,0,5072,107.548,2000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta35_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta35_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.528838424012,459,3571676,239307,1840,237465,-8281,428369394,0.08,minimize,0.0,37,37,1380,1932508039,930,4133,-8281,2585250,1199.49,1838,969376,0.509105,0.0,1800,969376,MaxEff_dcmp,0.94,480,0,2307,432.077,900
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta72_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta72_9a_alloc1_MaxEffGini.dzn,SATISFIED,1201.638323655352,2018,2196985,1851337,8166,1843169,-44173,185537173,0.376,minimize,0.0,155,155,6100,-1878993930,4100,18284,-44173,1536767,1198.106,8164,346333,1.9003,0.0,8000,346333,MaxEff_dcmp,3.16,2100,0,10211,546.73,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta35_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta35_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5165724121034,459,3402044,211311,1835,209474,-8448,401823609,0.082,minimize,0.0,34,34,1380,-1432630652,930,4128,-8448,2401217,1199.481,1833,985013,0.516954,0.0,1800,985013,MaxEff_dcmp,0.94,480,0,2299,419.953,900
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta66_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta66_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.7892004735768,1014,2864027,380947,4071,376874,-18823,317636115,0.187,minimize,0.0,50,50,3050,-967997856,2050,9139,-18823,2075238,1198.986,4069,737547,1.01292,0.0,4000,737547,MaxEff_dcmp,0.94,1050,0,5097,591.727,2000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta54_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta54_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6431588958949,762,2546022,360354,3067,357285,-15857,290823885,0.141,minimize,0.0,60,60,2300,511216584,1550,6880,-15857,1852870,1199.222,3065,647229,0.776188,0.0,3000,647229,MaxEff_dcmp,0.94,800,0,3838,9.445,1500
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta75_6a_alloc1_MaxEffGini.dzn,SATISFIED,1201.462597835809,2019,1947812,1637043,8118,1628923,-44353,222700785,0.379,minimize,0.0,175,175,6100,-1012758798,4100,18236,-44353,1240708,1198.086,8116,353130,1.91403,0.0,8000,353130,MaxEff_dcmp,3.16,2100,0,10136,188.921,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta68_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta68_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.911576518789,1013,2045504,414983,4054,410927,-19510,314727371,0.186,minimize,0.0,50,50,3050,1244108755,2050,9122,-19510,1526797,1198.993,4052,467638,1.00725,0.0,4000,467638,MaxEff_dcmp,1.41,1050,0,5070,902.276,2000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta42_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta42_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6422548051924,605,2793022,317746,2437,315307,-10716,517062282,0.11,minimize,0.0,28,28,1830,-689881069,1230,5485,-10716,2282547,1199.358,2435,493742,0.650993,0.0,2400,493742,MaxEff_dcmp,0.94,630,0,3058,536.217,1200
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta80_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta80_7a_alloc1_MaxEffGini.dzn,SATISFIED,1201.5062319654971,2017,1922567,1624507,8136,1616369,-42044,200485324,0.375,minimize,0.0,144,144,6100,1693885847,4100,18254,-42044,1370925,1198.106,8134,260203,1.89771,0.0,8000,260203,MaxEff_dcmp,3.16,2100,0,10166,267.313,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta71_6a_alloc1_MaxEffGini.dzn,SATISFIED,1201.6380369476974,2018,2955305,2022047,8124,2013921,-43382,233961479,0.385,minimize,0.0,201,201,6100,-124313826,4100,18242,-43382,2228513,1198.099,8122,320170,1.90008,0.0,8000,320170,MaxEff_dcmp,3.16,2100,0,10148,854.646,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta48_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta48_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6021489091218,608,3306779,299945,2436,297507,-10595,471073598,0.111,minimize,0.0,41,41,1830,-1737602929,1230,5484,-10595,2749146,1199.351,2434,533461,0.647265,0.0,2400,533461,MaxEff_dcmp,0.94,630,0,3056,688.546,1200
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta60_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta60_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6765415165573,764,5513108,319272,3068,316202,-15124,245840218,0.14,minimize,0.0,56,56,2300,-670078258,1550,6881,-15124,4526901,1199.221,3066,943120,0.77787,0.0,3000,943120,MaxEff_dcmp,0.94,800,0,3840,9.721,1500
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta72_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta72_5a_alloc1_MaxEffGini.dzn,SATISFIED,1201.481574440375,2018,1847341,1572082,8110,1563970,-44181,191029908,0.372,minimize,0.0,159,159,6100,-1470807207,4100,18228,-44181,1226861,1198.117,8108,298668,1.88189,0.0,8000,298668,MaxEff_dcmp,3.16,2100,0,10125,410.32,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta73_7a_alloc1_MaxEffGini.dzn,SATISFIED,1201.3406651932746,2019,1485406,1274376,8137,1266237,-44407,185414085,0.381,minimize,0.0,117,117,6100,-627961774,4100,18255,-44407,978530,1198.114,8135,269398,1.89415,0.0,8000,269398,MaxEff_dcmp,3.16,2100,0,10168,304.204,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta55_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta55_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.598028704524,762,7754282,235574,3057,232515,-12972,251733567,0.136,minimize,0.0,44,44,2300,-777916760,1550,6870,-12972,5920905,1199.229,3055,1799304,0.769659,0.0,3000,1799304,MaxEff_dcmp,0.94,800,0,3821,4.715,1500
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta57_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta57_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6165986545384,765,6248376,283382,3058,280322,-16104,237892827,0.14,minimize,0.0,60,60,2300,1422607193,1550,6871,-16104,4688683,1199.234,3056,1513436,0.763138,0.0,3000,1513436,MaxEff_dcmp,0.94,800,0,3823,74.418,1500
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta75_5a_alloc1_MaxEffGini.dzn,SATISFIED,1201.4124806877226,2019,1768745,1558092,8107,1549983,-44353,224725294,0.374,minimize,0.0,130,130,6100,-532917921,4100,18225,-44353,1165344,1198.091,8105,339831,1.9118,0.0,8000,339831,MaxEff_dcmp,3.16,2100,0,10119,162.477,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta41_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta41_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6269918940961,607,3204901,385215,2442,382771,-11012,433836113,0.112,minimize,0.0,32,32,1830,1289784512,1230,5490,-11012,2765948,1199.393,2440,420335,0.609845,0.0,2400,420335,MaxEff_dcmp,0.94,630,0,3066,1194.146,1200
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta76_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta76_5a_alloc1_MaxEffGini.dzn,SATISFIED,1201.6050950046629,2020,2151954,1419901,8108,1411791,-43048,163929401,0.383,minimize,0.0,151,151,6100,1548528724,4100,18226,-43048,1533537,1198.12,8106,312494,1.87701,0.0,8000,312494,MaxEff_dcmp,3.16,2100,0,10121,1183.148,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta74_10a_alloc1_MaxEffGini.dzn,SATISFIED,1201.2716079112142,2014,1771033,825220,8183,817035,-18956,281316993,0.393,minimize,0.0,38,38,6100,377024288,4100,18301,-18956,1617887,1198.098,8181,75064,1.91127,0.0,8000,75064,MaxEff_dcmp,3.16,2100,0,10236,325.933,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta75_9a_alloc1_MaxEffGini.dzn,SATISFIED,1201.32277007401,2014,1605007,937087,8163,928922,-21351,252069990,0.382,minimize,0.0,63,63,6100,-407564570,4100,18281,-21351,1412271,1198.118,8161,64446,1.89452,0.0,8000,64446,MaxEff_dcmp,1.41,2100,0,10205,1103.455,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta69_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta69_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.753142286092,1016,2668532,425408,4074,421332,-21599,273801017,0.186,minimize,0.0,47,47,3050,-1355555925,2050,9142,-21599,2019509,1198.988,4072,600745,1.01013,0.0,4000,600745,MaxEff_dcmp,1.41,1050,0,5103,526.366999,2000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta74_6a_alloc1_MaxEffGini.dzn,SATISFIED,1201.6912337709218,2019,2476310,2086761,8119,2078640,-47213,221164304,0.383,minimize,0.0,304,304,6100,-1479370646,4100,18237,-47213,1622872,1198.118,8117,239747,1.88327,0.0,8000,239747,MaxEff_dcmp,3.16,2100,0,10138,639.196,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta79_10a_alloc1_MaxEffGini.dzn,SATISFIED,1201.2952279504389,2016,1985316,938450,8184,930264,-19643,248029034,0.383,minimize,0.0,94,94,6100,-1094555162,4100,18302,-19643,1715866,1198.096,8182,78721,1.90308,0.0,8000,78721,MaxEff_dcmp,4.75,2100,0,10238,1056.298,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta75_10a_alloc1_MaxEffGini.dzn,SATISFIED,1201.5534193441272,2019,1027887,1854923,8182,1846739,-41804,294367164,0.383,minimize,0.0,129,129,6100,-1358745486,4100,18300,-41804,737141,1198.14,8180,29781,1.86182,0.0,8000,29781,MaxEff_dcmp,3.16,2100,0,10234,412.12,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta64_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta64_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.7454958558083,1016,2648927,395168,4047,391119,-18502,279982487,0.179,minimize,0.0,53,53,3050,473442296,2050,9115,-18502,1936472,1198.996,4045,658160,1.00476,0.0,4000,658160,MaxEff_dcmp,1.41,1050,0,5056,306.535,2000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta62_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta62_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.7695925366133,1012,2552795,402114,4065,398047,-20028,412497156,0.188,minimize,0.0,40,40,3050,1749719948,2050,9133,-20028,1721482,1198.985,4063,790191,1.01274,0.0,4000,790191,MaxEff_dcmp,1.41,1050,0,5089,322.238,2000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta53_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta53_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.611690102145,765,3484405,283719,3058,280659,-15127,250991035,0.14,minimize,0.0,51,51,2300,-2006501222,1550,6871,-15127,2446447,1199.227,3056,998611,0.770559,0.0,3000,998611,MaxEff_dcmp,0.94,800,0,3823,14.363,1500
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta36_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta36_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5505533013493,459,3436497,229807,1843,227962,-8883,436779798,0.082,minimize,0.0,22,22,1380,-1109235335,930,4136,-8883,2528370,1199.488,1841,897826,0.512789,0.0,1800,897826,MaxEff_dcmp,0.94,480,0,2313,981.758,900
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta75_8a_alloc1_MaxEffGini.dzn,SATISFIED,1201.488307448104,2018,1397453,1578962,8146,1570814,-35124,282069245,0.381,minimize,0.0,141,141,6100,-512615740,4100,18264,-35124,1066226,1198.103,8144,46085,1.90092,0.0,8000,46085,MaxEff_dcmp,3.16,2100,0,10179,1166.391,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta59_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta59_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5877627022564,760,9841000,237190,3074,234114,-13729,200265820,0.137,minimize,0.0,37,37,2300,2079492395,1550,6887,-13729,8117966,1199.176,3072,1694270,0.821378,0.0,3000,1694270,MaxEff_dcmp,0.94,800,0,3848,3.733,1500
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta38_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta38_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.4878381695598,459,2823761,171119,1837,169280,-7270,470165323,0.081,minimize,0.0,23,23,1380,2057710573,930,4130,-7270,1872426,1199.485,1835,940750,0.512783,0.0,1800,940750,MaxEff_dcmp,0.94,480,0,2303,402.069,900
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta52_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta52_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6235102936625,762,5586422,280764,3057,277705,-15141,219814317,0.138,minimize,0.0,39,39,2300,-577474926,1550,6870,-15141,4614275,1199.23,3055,941859,0.767405,0.0,3000,941859,MaxEff_dcmp,0.94,800,0,3821,3.916,1500
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta52_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta52_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6481557954103,762,5703623,259611,3073,256536,-14935,223394885,0.139,minimize,0.0,36,36,2300,-1715490081,1550,6886,-14935,4714590,1199.233,3071,961015,0.764514,0.0,3000,961015,MaxEff_dcmp,0.94,800,0,3846,2.791,1500
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta71_9a_alloc1_MaxEffGini.dzn,SATISFIED,1201.5873559564352,2017,2192674,1815822,8169,1807651,-44019,203880943,0.382,minimize,0.0,180,180,6100,-2053036549,4100,18287,-44019,1549455,1198.114,8167,278968,1.88818,0.0,8000,278968,MaxEff_dcmp,3.16,2100,0,10217,609.22,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta65_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta65_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.7991771493107,1013,3128776,479844,4062,475780,-18669,363048936,0.18,minimize,0.0,46,46,3050,-285404716,2050,9130,-18669,2383472,1199.011,4060,698064,0.99401,0.0,4000,698064,MaxEff_dcmp,4.75,1050,0,5083,291.73,2000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta31_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta31_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5015430003405,458,3614988,220582,1839,218741,-8013,444645954,0.081,minimize,0.0,21,21,1380,1195387251,930,4132,-8013,2591159,1199.482,1837,1013977,0.514941,0.0,1800,1013977,MaxEff_dcmp,0.94,480,0,2305,877.098,900
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta54_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta54_3a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6530792117119,762,2687399,354857,3060,351795,-15857,277461315,0.138,minimize,0.0,48,48,2300,1616703818,1550,6873,-15857,2067631,1199.22,3058,582805,0.777975,0.0,3000,582805,MaxEff_dcmp,0.94,800,0,3827,8.397,1500
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta71_10a_alloc1_MaxEffGini.dzn,SATISFIED,1201.6103367172182,2017,1097675,1632749,8188,1624559,-36571,232234138,0.384,minimize,0.0,113,113,6100,1168944216,4100,18306,-36571,833983,1198.147,8186,34782,1.87261,0.0,8000,34782,MaxEff_dcmp,2.11,2100,0,10246,991.705,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta73_6a_alloc1_MaxEffGini.dzn,SATISFIED,1201.199875542894,2011,2940382,576890,8124,568764,-13220,270967724,0.382,minimize,0.0,25,25,6100,833389829,4100,18242,-13220,2763206,1198.111,8122,125253,1.88723,0.0,8000,125253,MaxEff_dcmp,2.11,2100,0,10148,1105.443,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta60_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta60_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.7041858863086,765,2326024,406142,3077,403063,-15916,283503020,0.138,minimize,0.0,80,80,2300,618099821,1550,6890,-15916,1589617,1199.228,3075,675039,0.77109,0.0,3000,675039,MaxEff_dcmp,1.41,800,0,3854,233.764,1500
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta32_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta32_2a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5273491851985,459,3175405,243124,1837,241285,-8832,452919912,0.083,minimize,0.0,30,30,1380,1710276576,930,4130,-8832,2382831,1199.473,1835,778686,0.524006,0.0,1800,778686,MaxEff_dcmp,0.63,480,0,2303,133.894,900
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta79_8a_alloc1_MaxEffGini.dzn,SATISFIED,1201.6480125356466,2021,1756131,1683237,8148,1675087,-44118,217360124,0.378,minimize,0.0,162,162,6100,591226115,4100,18266,-44118,1167394,1198.104,8146,260481,1.89707,0.0,8000,260481,MaxEff_dcmp,3.16,2100,0,10183,293.545,4000
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta55_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta55_5a_alloc1_MaxEffGini.dzn,SATISFIED,1200.5923341959715,762,7533405,207555,3073,204480,-12972,230290207,0.14,minimize,0.0,46,46,2300,1649572102,1550,6886,-12972,5777530,1199.224,3071,1720276,0.775299,0.0,3000,1720276,MaxEff_dcmp,0.63,800,0,3846,2.494,1500
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta53_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffGini/ta53_4a_alloc1_MaxEffGini.dzn,SATISFIED,1200.6742031536996,765,3692394,251246,3065,248179,-15121,265172840,0.139,minimize,0.0,48,48,2300,-685402381,1550,6878,-15121,2595242,1199.229,3063,1060041,0.76827,0.0,3000,1060041,MaxEff_dcmp,0.94,800,0,3834,3.09,1500
