configuration,problem,model,data_file,status,time,restarts,intVars,run,initTime,solveTime,method,flatTime,backjumps,optTime,nSolutions,solver_objective,flatIntConstraints,objective,baseMem,trailMem,eliminatedImplications,flatBoolVars,flatBoolConstraints,failures,nogoods,nodes,propagations,peakDepth,propagators,paths,flatIntVars,evaluatedHalfReifiedConstraints,randomSeed,boolVariables,evaluatedReifiedConstraints,peakMem,variables
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta68_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_3a_alloc1_MinDis.dzn,SATISFIED,1200.7770384065807,19,4045,MinDis,0.184,1198.92,minimize,1.0798,3524829,1073.96,19,62,9113,62,0.0,0.94,1050,3050,4000,546137,546137,4090848,504595421,1013,5056,0,4043,2050,-792754236,374543,2000,0.0,378590
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta32_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta32_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,715.4795500598848,9,1831,MinDis,0.087,714.464,minimize,0.512097,1657938,714.358,9,0,4125,0,0.0,0.63,480,1380,1800,525838,525838,2187732,272201817,459,2295,0,1830,930,-1699749234,224142,900,0.0,225975
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta65_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta65_5a_alloc1_MinDis.dzn,SATISFIED,1200.7375120799989,2,4048,MinDis,0.189,1198.982,minimize,1.01665,1821543,427.618,2,822,9116,822,0.0,0.94,1050,3050,4000,786017,786017,2610464,286723757,1014,5062,0,4046,2050,2109503786,287159,2000,0.0,291209
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_9a_alloc1_MinDis.dzn,SATISFIED,1201.317385494709,24,8088,MinDis,0.386,1198.118,minimize,1.88879,1934622,623.05,24,781,18207,781,0.0,3.16,2100,6100,8000,85234,85234,2069573,679161518,2020,10094,0,8087,4100,-56341353,885560,4000,0.0,893650
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta32_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta32_2a_alloc1_MinDis.dzn,SATISFIED,1200.3947423603386,,,MinDis,,,minimize,0.513706,,,7,,4125,12,,,480,1380,1800,,,,,,,0,1830,930,,,900,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta59_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta59_4a_alloc1_MinDis.dzn,SATISFIED,1200.595918316394,14,3050,MinDis,0.146,1199.219,minimize,0.779246,5828018,186.194,14,1030,6863,1030,0.0,0.94,800,2300,3000,1664506,1664506,7503855,373242769,762,3811,0,3048,1550,1201662991,217946,1500,0.0,220998
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta66_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta66_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,991.0006090458483,20,4046,MinDis,0.189,989.156,minimize,1.01017,5284127,989.102,20,0,9114,0,0.0,0.94,1050,3050,4000,434399,434399,5738707,543531892,1014,5058,0,4044,2050,211242993,348336,2000,0.0,352384
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta53_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta53_4a_alloc1_MinDis.dzn,SATISFIED,1200.5777656566352,2,3050,MinDis,0.14,1199.213,minimize,0.786602,2611363,5.113,2,1538,6863,1538,0.0,0.94,800,2300,3000,1241351,1241351,3854903,297593972,765,3811,0,3048,1550,2143783267,177264,1500,0.0,180316
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_9a_alloc1_MinDis.dzn,SATISFIED,1200.7120057735592,,,MinDis,,,minimize,1.90118,,,26,,18212,234,,,2100,6100,8000,,,,,,,0,8092,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_8a_alloc1_MinDis.dzn,SATISFIED,1200.6017724610865,,,MinDis,,,minimize,1.88575,,,50,,18211,473,,,2100,6100,8000,,,,,,,0,8091,4100,,,4000,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta72_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_5a_alloc1_MinDis.dzn,SATISFIED,1201.3518299721181,87,8086,MinDis,0.376,1198.102,minimize,1.89916,2492510,752.568,87,55,18205,55,0.0,2.11,2100,6100,8000,113385,113385,2782682,402857323,2019,10090,0,8085,4100,-1726335997,1343147,4000,0.0,1351235
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta77_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_8a_alloc1_MinDis.dzn,SATISFIED,1200.6586827933788,,,MinDis,,,minimize,1.89795,,,63,,18215,567,,,2100,6100,8000,,,,,,,0,8095,4100,,,4000,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta80_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_10a_alloc1_MinDis.dzn,SATISFIED,1201.1441373694688,17,8094,MinDis,0.373,1198.155,minimize,1.84433,3665013,841.472,17,827,18212,827,0.0,2.11,2100,6100,8000,171216,171216,3871791,969972464,2016,10104,0,8092,4100,-438219155,705816,4000,0.0,713912
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta70_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta70_3a_alloc1_MinDis.dzn,SATISFIED,1200.5028440002352,,,MinDis,,,minimize,1.01003,,,16,,9112,439,,,1050,3050,4000,,,,,,,0,4042,2050,,,2000,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta59_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta59_5a_alloc1_MinDis.dzn,SATISFIED,1200.5050693769008,,,MinDis,,,minimize,0.789032,,,1,,6864,2550,,,800,2300,3000,,,,,,,0,3049,1550,,,1500,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta77_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_9a_alloc1_MinDis.dzn,SATISFIED,1201.2383142411709,53,8097,MinDis,0.392,1198.011,minimize,1.99918,1969652,958.598,53,484,18216,484,0.0,2.11,2100,6100,8000,89462,89462,2167398,569335211,2020,10112,0,8096,4100,1909468008,1040630,4000,0.0,1048729
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta76_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_10a_alloc1_MinDis.dzn,SATISFIED,1201.1883249692619,51,8089,MinDis,0.383,1198.106,minimize,1.89944,1709118,444.115,51,830,18208,830,0.0,2.11,2100,6100,8000,76586,76586,1890030,516101317,2021,10096,0,8088,4100,1808318821,961701,4000,0.0,969792
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta39_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta39_3a_alloc1_MinDis.dzn,SATISFIED,1200.4076244421303,,,MinDis,,,minimize,0.515287,,,3,,4123,556,,,480,1380,1800,,,,,,,0,1828,930,,,900,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_5a_alloc1_MinDis.dzn,SATISFIED,1201.4384907763451,74,8089,MinDis,0.39,1198.104,minimize,1.89664,2954416,1128.607,74,371,18208,371,0.0,2.11,2100,6100,8000,131551,131551,3236648,563327346,2021,10096,0,8088,4100,-737760821,1167357,4000,0.0,1175448
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_5a_alloc1_MinDis.dzn,SATISFIED,1200.691711831838,,,MinDis,,,minimize,1.9079,,,63,,18205,1,,,2100,6100,8000,,,,,,,0,8085,4100,,,4000,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta38_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta38_2a_alloc1_MinDis.dzn,SATISFIED,1200.4493345748633,1,1832,MinDis,0.081,1199.468,minimize,0.53083,1712006,444.204,1,16,4125,16,0.0,0.94,480,1380,1800,963627,963627,2676373,486878642,454,2295,0,1830,930,-1772238399,169752,900,0.0,171586
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta56_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta56_5a_alloc1_MinDis.dzn,SATISFIED,1200.4558513369411,,,MinDis,,,minimize,0.772566,,,27,,6862,54,,,800,2300,3000,,,,,,,0,3047,1550,,,1500,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta67_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta67_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,10.968117931857705,34,4046,MinDis,0.188,9.25,minimize,1.01288,143978,9.234,34,0,9115,0,0.0,0.94,1050,3050,4000,6602,6602,184564,5650131,1010,5060,0,4045,2050,1772016325,279972,2000,0.0,284020
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta64_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta64_5a_alloc1_MinDis.dzn,SATISFIED,1200.7820795383304,29,4039,MinDis,0.186,1198.999,minimize,1.00271,2219853,719.52,29,933,9108,933,0.0,1.41,1050,3050,4000,872989,872989,3123044,309929087,1018,5046,0,4038,2050,197996627,372971,2000,0.0,377012
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta46_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta46_2a_alloc1_MinDis.dzn,UNKNOWN,1200.634894354269,0,2432,MinDis,0.112,1199.347,minimize,0.652307,2278886,0.0,0,-1,5480,,0.0,0.94,630,1830,2400,674103,674103,2953326,474631505,604,3050,0,2430,1230,-1238294103,230483,1200,0.0,232917
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta39_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta39_2a_alloc1_MinDis.dzn,SATISFIED,1200.519544372335,2,1829,MinDis,0.079,1199.437,minimize,0.561828,1611848,113.685,2,1270,4122,1270,0.0,0.63,480,1380,1800,814161,814161,2427237,423644782,457,2289,0,1827,930,372238035,185647,900,0.0,187478
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_9a_alloc1_MinDis.dzn,SATISFIED,1201.20182271488,36,8090,MinDis,0.382,1198.069,minimize,1.93997,3394397,1144.328,36,763,18208,763,0.0,2.11,2100,6100,8000,151945,151945,3620290,836651945,2019,10096,0,8088,4100,-1513291815,942981,4000,0.0,951073
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta44_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta44_2a_alloc1_MinDis.dzn,SATISFIED,1200.6372380964458,7,2431,MinDis,0.109,1199.333,minimize,0.667748,1902637,743.716,7,41,5479,41,0.0,0.94,630,1830,2400,603198,603198,2510426,435513624,611,3048,0,2429,1230,915089135,261807,1200,0.0,264240
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta33_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta33_3a_alloc1_MinDis.dzn,SATISFIED,1200.4146400764585,,,MinDis,,,minimize,0.485788,,,1,,4126,2871,,,480,1380,1800,,,,,,,0,1831,930,,,900,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta42_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta42_3a_alloc1_MinDis.dzn,SATISFIED,1200.3307936787605,,,MinDis,,,minimize,0.648747,,,7,,5481,500,,,630,1830,2400,,,,,,,0,2431,1230,,,1200,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta70_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta70_4a_alloc1_MinDis.dzn,SATISFIED,1200.8024500850588,21,4044,MinDis,0.19,1198.968,minimize,1.030799,1720158,194.999,21,211,9113,211,0.0,1.41,1050,3050,4000,396339,396339,2138442,305874012,1015,5056,0,4043,2050,217916665,419505,2000,0.0,423551
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_5a_alloc1_MinDis.dzn,SATISFIED,1201.3066426068544,44,8085,MinDis,0.376,1198.125,minimize,1.87931,2567642,1190.163,44,127,18204,127,0.0,2.11,2100,6100,8000,116183,116183,2773925,686421468,2021,10088,0,8084,4100,1553538596,1041298,4000,0.0,1049385
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta62_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta62_4a_alloc1_MinDis.dzn,SATISFIED,1200.7933236639947,8,4049,MinDis,0.193,1198.988,minimize,1.01332,2267383,748.886,8,1246,9118,1246,0.0,0.94,1050,3050,4000,695518,695518,2971817,322246586,1013,5066,0,4048,2050,370948056,365452,2000,0.0,369503
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_6a_alloc1_MinDis.dzn,SATISFIED,1201.160542519763,21,8091,MinDis,0.382,1198.108,minimize,1.89216,3795631,673.656,21,1536,18209,1536,0.0,2.11,2100,6100,8000,177607,177607,4016924,943023228,2017,10098,0,8089,4100,-1272439454,699668,4000,0.0,707761
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta63_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta63_3a_alloc1_MinDis.dzn,SATISFIED,1200.6937313321978,23,4050,MinDis,0.185,1198.916,minimize,1.0854,11781713,1190.568,23,12,9118,12,0.0,0.94,1050,3050,4000,547980,547980,12353719,865681938,1014,5066,0,4048,2050,-873419865,264364,2000,0.0,268416
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_5a_alloc1_MinDis.dzn,SATISFIED,1201.4590743687004,64,8086,MinDis,0.391,1198.119,minimize,1.90015,2695189,1041.608,64,2,18205,2,0.0,2.11,2100,6100,8000,119876,119876,2945471,515974884,2021,10090,0,8085,4100,84304909,1165893,4000,0.0,1173981
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta39_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta39_2a_alloc1_MinDis.dzn,SATISFIED,1200.3906758781523,,,MinDis,,,minimize,0.517189,,,2,,4122,1270,,,480,1380,1800,,,,,,,0,1827,930,,,900,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_6a_alloc1_MinDis.dzn,SATISFIED,1201.1995627880096,21,8088,MinDis,0.383,1198.083,minimize,1.91686,3952312,604.788,21,1274,18206,1274,0.0,2.11,2100,6100,8000,174457,174457,4170485,804273065,2020,10092,0,8086,4100,-561386429,758174,4000,0.0,766264
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta35_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta35_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,112.97630250826478,2,1829,MinDis,0.083,111.989,minimize,0.516165,394305,111.892,2,0,4123,0,0.0,0.63,480,1380,1800,130693,130693,525915,50063577,461,2291,0,1828,930,1682633673,183248,900,0.0,185079
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta60_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta60_3a_alloc1_MinDis.dzn,SATISFIED,1200.5895166601986,9,3052,MinDis,0.138,1199.24,minimize,0.757759,5462877,379.159,9,743,6865,743,0.0,0.94,800,2300,3000,1114275,1114275,6584681,282158437,764,3815,0,3050,1550,-2077429217,232777,1500,0.0,235831
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_6a_alloc1_MinDis.dzn,SATISFIED,1201.214197859168,54,8090,MinDis,0.389,1198.105,minimize,1.89452,2856309,1009.26,54,123,18209,123,0.0,2.11,2100,6100,8000,133404,133404,3100055,495726833,2020,10098,0,8089,4100,-1739792096,1007554,4000,0.0,1015646
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta67_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta67_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,14.496278159320354,34,4046,MinDis,0.187,12.818,minimize,1.0143,142443,12.802,34,0,9115,0,0.0,0.94,1050,3050,4000,6809,6809,183505,7459039,1012,5060,0,4045,2050,1270489643,265196,2000,0.0,269244
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta36_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta36_3a_alloc1_MinDis.dzn,UNKNOWN,1200.4068755563349,,,MinDis,,,minimize,0.519283,,,0,,4127,,,,480,1380,1800,,,,,,,0,1832,930,,,900,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta48_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta48_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,27.540126929059625,5,2430,MinDis,0.195,25.728,minimize,1.10323,119883,25.707,5,0,5479,0,0.0,0.63,630,1830,2400,13672,13672,136294,16120050,604,3048,0,2429,1230,329570347,218562,1200,0.0,220994
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_7a_alloc1_MinDis.dzn,SATISFIED,1201.2795012351125,66,8086,MinDis,0.387,1198.115,minimize,1.88474,2039374,904.166,66,542,18205,542,0.0,2.11,2100,6100,8000,88752,88752,2262513,526297860,2020,10090,0,8085,4100,-151646481,1273815,4000,0.0,1281903
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta41_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta41_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,795.1420300230384,9,2432,MinDis,0.117,793.843,minimize,0.659745,2578894,77.985,9,2,5481,2,0.0,0.63,630,1830,2400,170575,170575,2756168,468248073,603,3052,0,2431,1230,1772020932,375879,1200,0.0,378313
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_10a_alloc1_MinDis.dzn,SATISFIED,1201.1986130122095,32,8089,MinDis,0.386,1198.108,minimize,1.89277,1890634,899.903,32,627,18208,627,0.0,2.11,2100,6100,8000,82018,82018,2038514,698769793,2020,10096,0,8088,4100,1227744513,1008332,4000,0.0,1016423
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta57_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta57_5a_alloc1_MinDis.dzn,UNKNOWN,1200.6244608033448,0,3051,MinDis,0.142,1199.219,minimize,0.778216,4537470,0.0,0,-1,6864,,0.0,0.94,800,2300,3000,1506420,1506420,6044581,241886897,754,3813,0,3049,1550,-377194313,159944,1500,0.0,162997
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta77_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_10a_alloc1_MinDis.dzn,SATISFIED,1201.1586991921067,32,8098,MinDis,0.389,1198.118,minimize,1.88642,1903406,849.019,32,2510,18217,2510,0.0,2.11,2100,6100,8000,84796,84796,2054077,491436731,2019,10114,0,8097,4100,-1462324956,867273,4000,0.0,875373
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta47_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta47_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,11.215699912980199,6,2431,MinDis,0.111,10.057,minimize,0.65326,89047,7.986,6,20,5480,20,0.0,0.63,630,1830,2400,7506,7506,98916,8135866,603,3050,0,2430,1230,1772011831,204941,1200,0.0,207374
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_5a_alloc1_MinDis.dzn,SATISFIED,1201.2254353892058,22,8085,MinDis,0.377,1198.11,minimize,1.88791,3142212,357.06,22,528,18203,528,0.0,2.11,2100,6100,8000,138949,138949,3326830,853781472,2019,10086,0,8083,4100,-1677772939,816153,4000,0.0,824240
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta36_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta36_2a_alloc1_MinDis.dzn,SATISFIED,1200.5216267239302,3,1832,MinDis,0.086,1199.478,minimize,0.52076,2079730,1143.042,3,116,4126,116,0.0,0.63,480,1380,1800,913221,913221,2994647,368292679,461,2297,0,1831,930,725526512,194257,900,0.0,196091
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta57_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta57_4a_alloc1_MinDis.dzn,SATISFIED,1200.44352379255,,,MinDis,,,minimize,0.772546,,,7,,6863,1302,,,800,2300,3000,,,,,,,0,3048,1550,,,1500,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta34_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta34_3a_alloc1_MinDis.dzn,SATISFIED,1200.5548968110234,8,1833,MinDis,0.085,1199.483,minimize,0.516426,2471966,505.852,8,448,4127,448,0.0,0.94,480,1380,1800,999837,999837,3475779,435974897,462,2299,0,1832,930,-155158954,218158,900,0.0,219993
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta67_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta67_4a_alloc1_MinDis.dzn,SATISFIED,1200.5007166918367,,,MinDis,,,minimize,1.00318,,,11,,9116,63,,,1050,3050,4000,,,,,,,0,4046,2050,,,2000,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta76_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_6a_alloc1_MinDis.dzn,SATISFIED,1201.1444987170398,14,8086,MinDis,0.379,1198.12,minimize,1.88234,4373930,131.303,14,495,18204,495,0.0,2.11,2100,6100,8000,196572,196572,4600127,1024157923,2020,10088,0,8084,4100,1698949937,600095,4000,0.0,608183
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta31_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta31_2a_alloc1_MinDis.dzn,SATISFIED,1200.3898273501545,,,MinDis,,,minimize,0.515737,,,1,,4122,796,,,480,1380,1800,,,,,,,0,1827,930,,,900,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta45_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta45_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,84.06298647262156,10,2428,MinDis,0.112,82.957,minimize,0.645194,341931,82.896,10,0,5476,0,0.0,0.63,630,1830,2400,49835,49835,397597,46229263,611,3042,0,2426,1230,-628573388,247936,1200,0.0,250366
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta35_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta35_3a_alloc1_MinDis.dzn,UNKNOWN,1200.4987292233855,0,1831,MinDis,0.082,1199.499,minimize,0.502654,2088274,0.0,0,-1,4124,,0.0,0.94,480,1380,1800,921550,921550,3010140,403015647,454,2293,0,1829,930,-561342750,204174,900,0.0,206007
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta36_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta36_3a_alloc1_MinDis.dzn,UNKNOWN,1200.5048514399678,0,1833,MinDis,0.084,1199.493,minimize,0.511684,1885713,0.0,0,-1,4127,,0.0,0.63,480,1380,1800,901217,901217,2787242,415693757,454,2299,0,1832,930,306864431,192517,900,0.0,194352
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_5a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,812.4803705587983,123,8089,MinDis,0.393,808.858,minimize,1.90116,2481277,808.762,123,0,18208,0,0.0,2.11,2100,6100,8000,102340,102340,2843050,414285690,2021,10096,0,8088,4100,1772012140,1521883,4000,0.0,1529974
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta68_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_4a_alloc1_MinDis.dzn,SATISFIED,1200.790418587625,26,4046,MinDis,0.184,1198.983,minimize,1.016799,4074092,1154.004,26,1091,9114,1091,0.0,0.94,1050,3050,4000,446499,446499,4547633,555471235,1013,5058,0,4044,2050,-1014051787,414405,2000,0.0,418453
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta80_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_10a_alloc1_MinDis.dzn,SATISFIED,1200.6513613536954,,,MinDis,,,minimize,1.88413,,,47,,18212,413,,,2100,6100,8000,,,,,,,0,8092,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta54_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta54_4a_alloc1_MinDis.dzn,SATISFIED,1200.4485722463578,,,MinDis,,,minimize,0.778071,,,9,,6865,973,,,800,2300,3000,,,,,,,0,3050,1550,,,1500,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta57_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta57_3a_alloc1_MinDis.dzn,SATISFIED,1200.556932227686,1,3048,MinDis,0.141,1199.236,minimize,0.762808,6509999,0.262,1,1420,6862,1420,0.0,0.94,800,2300,3000,1441071,1441071,7952522,246892679,766,3809,0,3047,1550,237182892,163982,1500,0.0,167032
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta76_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_7a_alloc1_MinDis.dzn,SATISFIED,1201.1873159483075,32,8087,MinDis,0.379,1198.106,minimize,1.89582,3532774,1054.291999,32,1373,18205,1373,0.0,2.11,2100,6100,8000,157246,157246,3755981,831257254,2020,10090,0,8085,4100,454963106,782330,4000,0.0,790419
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta65_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta65_5a_alloc1_MinDis.dzn,SATISFIED,1200.494485238567,,,MinDis,,,minimize,1.013609,,,2,,9116,822,,,1050,3050,4000,,,,,,,0,4046,2050,,,2000,,
