configuration,problem,model,data_file,status,time,peakDepth,nodes,variables,intVars,boolVariables,objective,propagations,initTime,method,baseMem,restarts,nSolutions,flatBoolVars,randomSeed,evaluatedHalfReifiedConstraints,flatIntConstraints,solver_objective,backjumps,solveTime,flatIntVars,nogoods,flatTime,peakMem,flatBoolConstraints,failures,run,trailMem,eliminatedImplications,paths,propagators,optTime,evaluatedReifiedConstraints
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta50_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta50_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5645543616265,602,4155739,292226,2434,289790,-9429,641890946,0.111,minimize,0.0,47,47,1830,2105762805,1230,5484,-9429,3851567,1199.324,2433,279900,0.674713,0.0,2400,279900,MaxEff,0.63,630,0,3056,876.278,1200
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta78_6a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6730253081769,,,,,,-43913,,,minimize,,,298,6100,,4100,18208,,,,8087,,1.89407,,8000,,MaxEff,,2100,0,,,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta71_10a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.2466619927436,2018,1952554,1052284,8095,1044187,-35635,633448830,0.391,minimize,0.0,145,145,6100,625857571,4100,18215,-35635,1589536,1198.113,8094,69769,1.9038,0.0,8000,69769,MaxEff,2.11,2100,0,10108,608.994,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta55_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta55_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4297062531114,,,,,,-12244,,,minimize,,,60,2300,,1550,6864,,,,3048,,0.782919,,3000,,MaxEff,,800,0,,,1500
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta73_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7727710269392,,,,,,-43570,,,minimize,,,178,6100,,4100,18212,,,,8091,,1.88854,,8000,,MaxEff,,2100,0,,,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta31_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta31_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.3930446524173,,,,,,-7729,,,minimize,,,22,1380,,930,4124,,,,1828,,0.509237,,1800,,MaxEff,,480,0,,,900
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta61_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta61_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4833549894392,,,,,,-19136,,,minimize,,,110,3050,,2050,9116,,,,4045,,1.0297,,4000,,MaxEff,,1050,0,,,2000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta64_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta64_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.8105003703386,1017,2029214,358763,4039,354722,-18229,328541248,0.186,minimize,0.0,66,66,3050,-1094752072,2050,9109,-18229,1477873,1198.974,4038,483848,1.02418,0.0,4000,483848,MaxEff,1.41,1050,0,5046,103.095,2000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta75_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3898831941187,2018,2451704,1406518,8084,1398432,-43933,213627465,0.375,minimize,0.0,145,145,6100,-1938089029,4100,18204,-43933,1722674,1198.112,8083,435350,1.88661,0.0,8000,435350,MaxEff,3.16,2100,0,10086,84.439,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta64_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta64_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.726169988513,1016,2395990,336276,4038,332236,-18154,243004190,0.186,minimize,0.0,64,64,3050,-1527071464,2050,9108,-18154,1564822,1198.974,4037,765732,1.02468,0.0,4000,765732,MaxEff,0.94,1050,0,5044,92.004,2000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta45_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta45_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6041872594506,608,2490087,280471,2429,278040,-10778,466052024,0.113,minimize,0.0,32,32,1830,1338562245,1230,5479,-10778,1844009,1199.339,2428,627036,0.659532,0.0,2400,627036,MaxEff,0.94,630,0,3046,566.945,1200
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta63_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta63_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.8209198527038,1014,7550012,367850,4051,363797,-16393,611638745,0.184,minimize,0.0,80,80,3050,1444262139,2050,9121,-16393,6690814,1198.984,4050,777597,1.01421,0.0,4000,777597,MaxEff,0.94,1050,0,5070,489.494,2000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta47_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta47_3a_alloc1_MaxEffSpread.dzn,OPTIMAL_SOLUTION,66.49090333469212,603,334937,240578,2432,238144,-9610,37673444,0.114,minimize,0.0,35,35,1830,-1272487251,1230,5482,-9610,286783,65.369,2431,31989,0.607576,0.0,2400,31989,MaxEff,0.63,630,0,3052,52.772,1200
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta41_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta41_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4230983834714,,,,,,-11012,,,minimize,,,46,1830,,1230,5483,,,,2432,,0.658074,,2400,,MaxEff,,630,0,,,1200
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta80_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta80_9a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7273923270404,,,,,,-24934,,,minimize,,,175,6100,,4100,18213,,,,8092,,1.87678,,8000,,MaxEff,,2100,0,,,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta47_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta47_3a_alloc1_MaxEffSpread.dzn,OPTIMAL_SOLUTION,51.53581152483821,602,313006,240043,2432,237609,-9610,32234951,0.111,minimize,0.0,35,35,1830,1772026101,1230,5482,-9610,266875,50.351,2431,29938,0.654158,0.0,2400,29938,MaxEff,0.63,630,0,3052,40.342,1200
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta46_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta46_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5980766583234,606,2957421,253813,2432,251379,-10385,485656030,0.112,minimize,0.0,22,22,1830,-180001996,1230,5482,-10385,2309005,1199.335,2431,635033,0.665608,0.0,2400,635033,MaxEff,0.94,630,0,3052,15.6,1200
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta62_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta62_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7620671018958,1015,3977025,378464,4050,374412,-18319,296167576,0.19,minimize,0.0,67,67,3050,774394782,2050,9120,-18319,3083019,1198.996,4049,825515,1.002729,0.0,4000,825515,MaxEff,0.94,1050,0,5068,82.771,2000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta79_10a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.0966358277947,2015,7200199,504727,8091,496634,-18852,848903275,0.376,minimize,0.0,104,104,6100,-632326879,4100,18211,-18852,6678075,1198.092,8090,311354,1.91076,0.0,8000,311354,MaxEff,0.94,2100,0,10100,890.21,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta36_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta36_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.33708326146,,,,,,-8278,,,minimize,,,29,1380,,930,4129,,,,1833,,0.518642,,1800,,MaxEff,,480,0,,,900
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta68_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta68_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7449235189706,1013,2767579,343291,4046,339243,-17586,351975182,0.186,minimize,0.0,60,60,3050,1776196290,2050,9116,-17586,2146512,1198.995,4045,559722,1.00597,0.0,4000,559722,MaxEff,0.94,1050,0,5060,19.75,2000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta72_8a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6730980724096,,,,,,-42346,,,minimize,,,256,6100,,4100,18210,,,,8089,,1.88387,,8000,,MaxEff,,2100,0,,,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta73_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.4568150062114,2020,1713765,1622380,8092,1614286,-43570,345538384,0.382,minimize,0.0,178,178,6100,-1144145334,4100,18212,-43570,1172030,1198.095,8091,181306,1.90557,0.0,8000,181306,MaxEff,3.16,2100,0,10102,479.995,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta53_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta53_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6196444481611,766,5599187,242061,3050,239009,-15213,221894520,0.14,minimize,0.0,60,60,2300,1457481649,1550,6865,-15213,4327648,1199.23,3049,1225232,0.770916,0.0,3000,1225232,MaxEff,0.94,800,0,3813,5.232,1500
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta65_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta65_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7513354159892,1013,2116216,348247,4046,344199,-18669,362341006,0.188,minimize,0.0,68,68,3050,1605843402,2050,9116,-18669,1366883,1198.991,4045,679895,1.0077,0.0,4000,679895,MaxEff,1.41,1050,0,5060,244.534,2000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta70_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta70_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.755973238498,1013,2847294,357661,4044,353615,-19299,270492951,0.186,minimize,0.0,62,62,3050,599708900,2050,9114,-19299,2285858,1198.978,4043,498104,1.01984,0.0,4000,498104,MaxEff,0.94,1050,0,5056,12.543,2000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta57_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta57_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4616206791252,,,,,,-15793,,,minimize,,,101,2300,,1550,6866,,,,3050,,0.825648,,3000,,MaxEff,,800,0,,,1500
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta63_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta63_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5087844450027,,,,,,-16625,,,minimize,,,94,3050,,2050,9122,,,,4051,,1.013039,,4000,,MaxEff,,1050,0,,,2000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta43_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta43_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4112074766308,,,,,,-9869,,,minimize,,,35,1830,,1230,5476,,,,2425,,0.651838,,2400,,MaxEff,,630,0,,,1200
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta76_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta76_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3087520822883,2021,2583725,975665,8087,967576,-32319,509239716,0.385,minimize,0.0,160,160,6100,791408901,4100,18207,-32319,2161554,1198.113,8086,98516,1.88715,0.0,8000,98516,MaxEff,2.11,2100,0,10092,449.359,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta67_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta67_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.500222845003,,,,,,-18538,,,minimize,,,49,3050,,2050,9118,,,,4047,,1.01098,,4000,,MaxEff,,1050,0,,,2000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta55_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta55_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.687362164259,763,7728166,196422,3048,193372,-12972,237527022,0.14,minimize,0.0,47,47,2300,-2013254052,1550,6863,-12972,5872607,1199.228,3047,1819172,0.769537,0.0,3000,1819172,MaxEff,0.63,800,0,3809,2.882,1500
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta72_6a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6848058365285,,,,,,-43043,,,minimize,,,158,6100,,4100,18208,,,,8087,,1.87792,,8000,,MaxEff,,2100,0,,,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta80_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta80_6a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3361318837851,2016,2822890,1503398,8090,1495306,-36828,522284523,0.372,minimize,0.0,281,281,6100,794590211,4100,18210,-36828,2159608,1198.11,8089,96366,1.89,0.0,8000,96366,MaxEff,3.16,2100,0,10098,1102.345,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta73_8a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7665553521365,,,,,,-41671,,,minimize,,,524,6100,,4100,18213,,,,8092,,1.89616,,8000,,MaxEff,,2100,0,,,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta66_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta66_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.574454953894,,,,,,-18662,,,minimize,,,68,3050,,2050,9118,,,,4047,,1.02272,,4000,,MaxEff,,1050,0,,,2000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta34_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta34_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4455922842026,460,3205494,155202,1834,153366,-8217,519558557,0.085,minimize,0.0,25,25,1380,-2085769936,930,4129,-8217,2029387,1199.472,1833,1164395,0.524345,0.0,1800,1164395,MaxEff,0.94,480,0,2301,1.954,900
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta41_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta41_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5759195368737,609,3284174,288876,2432,286442,-11169,503181085,0.113,minimize,0.0,34,34,1830,-396869046,1230,5482,-11169,2798939,1199.388,2431,465270,0.612831,0.0,2400,465270,MaxEff,0.94,630,0,3052,821.527,1200
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta58_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta58_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6607417855412,764,2124319,303643,3055,300586,-16400,281283139,0.143,minimize,0.0,65,65,2300,1839186091,1550,6870,-16400,1505810,1199.234,3054,568523,0.765331,0.0,3000,568523,MaxEff,0.94,800,0,3823,6.374,1500
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta71_6a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.241913979873,2018,2943510,1034304,8091,1026211,-32692,463241074,0.386,minimize,0.0,163,163,6100,-2094959323,4100,18211,-32692,2499925,1198.137,8090,114096,1.87138,0.0,8000,114096,MaxEff,2.11,2100,0,10100,340.373,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta40_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta40_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.3941273968667,,,,,,-7212,,,minimize,,,22,1380,,930,4124,,,,1828,,0.509499,,1800,,MaxEff,,480,0,,,900
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta76_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta76_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3961525335908,2021,1736143,1386635,8085,1378548,-43025,195582127,0.388,minimize,0.0,171,171,6100,-888609744,4100,18205,-43025,1059575,1198.121,8084,330224,1.87627,0.0,8000,330224,MaxEff,3.16,2100,0,10088,62.669,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta73_9a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.1732122674584,2017,3713971,567525,8094,559429,-23098,434854488,0.391,minimize,0.0,83,83,6100,-306770102,4100,18214,-23098,3389582,1198.085,8093,155841,1.9248,0.0,8000,155841,MaxEff,1.41,2100,0,10106,307.611,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta72_8a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.396142764017,2019,1949512,1344288,8090,1336196,-37389,556734077,0.384,minimize,0.0,224,224,6100,1977548568,4100,18210,-37389,1429379,1198.12,8089,67541,1.91069,0.0,8000,67541,MaxEff,2.11,2100,0,10098,1059.519,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta73_8a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.40967258811,2020,3885496,1270729,8093,1262634,-33826,341777572,0.385,minimize,0.0,316,316,6100,-1266773135,4100,18213,-33826,3111928,1198.102,8092,135686,1.89646,0.0,8000,135686,MaxEff,2.11,2100,0,10104,1188.989,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta39_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta39_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.526240967214,458,2591475,221635,1829,219804,-8091,412629915,0.082,minimize,0.0,36,36,1380,-319174206,930,4124,-8091,1734079,1199.511,1828,840780,0.490665,0.0,1800,840780,MaxEff,0.63,480,0,2291,283.908,900
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta74_9a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.5351320374757,2020,5043596,1867656,8089,1859565,-46152,166994496,0.389,minimize,0.0,213,213,6100,-1002333132,4100,18209,-46152,4015815,1198.108,8088,596744,1.89231,0.0,8000,596744,MaxEff,3.16,2100,0,10096,261.401,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta49_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta49_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4262832123786,,,,,,-9637,,,minimize,,,34,1830,,1230,5481,,,,2430,,0.653547,,2400,,MaxEff,,630,0,,,1200
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta44_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta44_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6041301880032,611,2377868,241651,2432,239217,-10580,463137778,0.111,minimize,0.0,25,25,1830,-1146512611,1230,5482,-10580,1657727,1199.349,2431,704643,0.654504,0.0,2400,704643,MaxEff,0.94,630,0,3052,22.523,1200
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta78_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.373277772218,2021,1702276,1404718,8087,1396629,-43882,182848097,0.382,minimize,0.0,155,155,6100,228790033,4100,18207,-43882,1081393,1198.071,8086,306547,1.92943,0.0,8000,306547,MaxEff,3.16,2100,0,10092,87.527,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta62_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta62_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.73530648835,1014,7600670,385073,4050,381021,-18319,660409284,0.186,minimize,0.0,67,67,3050,-1622797596,2050,9120,-18319,6862901,1198.997,4049,669333,1.003039,0.0,4000,669333,MaxEff,0.94,1050,0,5068,735.607,2000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta54_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta54_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4360956754535,,,,,,-14912,,,minimize,,,70,2300,,1550,6867,,,,3051,,0.76983,,3000,,MaxEff,,800,0,,,1500
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta78_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3844985160977,2021,2769539,1494223,8089,1486132,-42811,192444973,0.375,minimize,0.0,173,173,6100,-496576673,4100,18209,-42811,1901686,1198.091,8088,517070,1.90625,0.0,8000,517070,MaxEff,3.16,2100,0,10096,157.485,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta75_6a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7728073745966,,,,,,-43682,,,minimize,,,183,6100,,4100,18205,,,,8084,,1.8777,,8000,,MaxEff,,2100,0,,,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta42_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta42_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.422147186473,,,,,,-10109,,,minimize,,,29,1830,,1230,5482,,,,2431,,0.652416,,2400,,MaxEff,,630,0,,,1200
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta63_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta63_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7547013945878,1014,5470756,402120,4052,398066,-16625,504039919,0.189,minimize,0.0,94,94,3050,1922941604,2050,9122,-16625,4695922,1199.008,4051,679138,0.992532,0.0,4000,679138,MaxEff,0.94,1050,0,5072,225.567,2000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta78_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3678376507014,2020,1696401,1404080,8087,1395991,-43882,181120645,0.388,minimize,0.0,155,155,6100,-94023386,4100,18207,-43882,1077126,1198.075,8086,305092,1.92408,0.0,8000,305092,MaxEff,3.16,2100,0,10092,84.161,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta77_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6828950028867,,,,,,-42140,,,minimize,,,174,6100,,4100,18216,,,,8095,,1.88146,,8000,,MaxEff,,2100,0,,,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta72_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.1079771798104,2015,7957738,462936,8089,454845,-17846,851558050,0.372,minimize,0.0,97,97,6100,1564185749,4100,18209,-17846,7407954,1198.108,8088,353170,1.89075,0.0,8000,353170,MaxEff,0.94,2100,0,10096,739.973,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta66_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta66_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.8097738157958,1014,3362533,361036,4048,356986,-18662,258575193,0.189,minimize,0.0,68,68,3050,-837500159,2050,9118,-18662,2572062,1198.982,4047,720988,1.01502,0.0,4000,720988,MaxEff,0.94,1050,0,5064,479.842,2000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta43_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta43_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5803186353296,607,3248813,298116,2427,295687,-9630,543238334,0.111,minimize,0.0,39,39,1830,-491977676,1230,5477,-9630,2850447,1199.391,2426,376488,0.606601,0.0,2400,376488,MaxEff,0.94,630,0,3042,871.322,1200
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta78_9a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.1666075401008,2021,2628113,769675,8091,761582,-29692,620868246,0.392,minimize,0.0,117,117,6100,-704372747,4100,18211,-29692,2287730,1197.99,8090,103218,2.008649,0.0,8000,103218,MaxEff,2.11,2100,0,10100,850.116,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta58_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta58_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6022996976972,763,3109530,285170,3054,282114,-15650,231139242,0.143,minimize,0.0,76,76,2300,-1464567315,1550,6869,-15650,2101877,1199.226,3053,949377,0.772053,0.0,3000,949377,MaxEff,0.94,800,0,3821,10.005,1500
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta70_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta70_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5310328360647,,,,,,-19229,,,minimize,,,61,3050,,2050,9116,,,,4045,,1.00593,,4000,,MaxEff,,1050,0,,,2000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta49_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta49_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4255440235138,,,,,,-10289,,,minimize,,,26,1830,,1230,5480,,,,2429,,0.64817,,2400,,MaxEff,,630,0,,,1200
