configuration,problem,model,data_file,status,time,peakDepth,nodes,variables,intVars,boolVariables,objective,propagations,initTime,method,baseMem,restarts,nSolutions,flatBoolVars,randomSeed,evaluatedHalfReifiedConstraints,flatIntConstraints,solver_objective,backjumps,solveTime,flatIntVars,nogoods,flatTime,peakMem,flatBoolConstraints,failures,run,trailMem,eliminatedImplications,paths,propagators,optTime,evaluatedReifiedConstraints
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta79_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3697184883058,2021,1692905,1383165,8086,1375077,-44118,210746222,0.387,minimize,0.0,130,130,6100,999904558,4100,18206,-44118,1132694,1198.011,8085,296516,1.98602,0.0,8000,296516,MaxEff,3.16,2100,0,10090,267.565,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta42_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta42_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4264620821923,,,,,,-10759,,,minimize,,,31,1830,,1230,5483,,,,2432,,0.648653,,2400,,MaxEff,,630,0,,,1200
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta33_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta33_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.3908485975116,,,,,,-8977,,,minimize,,,55,1380,,930,4128,,,,1832,,0.511188,,1800,,MaxEff,,480,0,,,900
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta58_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta58_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6877746451646,763,2008422,360433,3056,357375,-17217,317857073,0.142,minimize,0.0,71,71,2300,-1028475620,1550,6871,-17217,1346028,1199.224,3055,607944,0.774002,0.0,3000,607944,MaxEff,0.94,800,0,3825,46.768,1500
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta51_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta51_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5682323910296,762,8616945,260733,3051,257680,-14399,200245001,0.139,minimize,0.0,72,72,2300,-872013150,1550,6866,-14399,6875164,1199.223,3050,1686458,0.775189,0.0,3000,1686458,MaxEff,0.63,800,0,3815,22.867,1500
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta74_6a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.720705959946,,,,,,-45120,,,minimize,,,453,6100,,4100,18206,,,,8085,,1.89304,,8000,,MaxEff,,2100,0,,,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta49_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta49_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5478613134474,610,2723446,220125,2431,217692,-9637,488741041,0.11,minimize,0.0,34,34,1830,347357360,1230,5481,-9637,2019003,1199.337,2430,683593,0.662551,0.0,2400,683593,MaxEff,0.94,630,0,3050,194.414,1200
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta69_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta69_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.83896003291,1016,2692897,420711,4051,416658,-20727,245958237,0.188,minimize,0.0,75,75,3050,319188283,2050,9121,-20727,1985832,1198.994,4050,630580,1.01245,0.0,4000,630580,MaxEff,1.41,1050,0,5070,32.292,2000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta62_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta62_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5223052408546,,,,,,-18319,,,minimize,,,67,3050,,2050,9120,,,,4049,,1.00912,,4000,,MaxEff,,1050,0,,,2000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta73_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.263680100441,2019,2634611,1155587,8092,1147493,-39518,609608900,0.384,minimize,0.0,144,144,6100,-484293928,4100,18212,-39518,2250026,1198.084,8091,93334,1.92405,0.0,8000,93334,MaxEff,2.11,2100,0,10102,961.063,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta39_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta39_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.3748746588826,,,,,,-8323,,,minimize,,,37,1380,,930,4125,,,,1829,,0.547572,,1800,,MaxEff,,480,0,,,900
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta79_9a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.5097832176834,2022,2168263,1752533,8090,1744441,-40761,377746736,0.387,minimize,0.0,234,234,6100,-1134109122,4100,18210,-40761,1535934,1198.077,8089,159345,1.93529,0.0,8000,159345,MaxEff,3.16,2100,0,10098,1101.405,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta39_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta39_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5565269552171,457,1844291,182422,1830,180590,-8323,474153069,0.082,minimize,0.0,37,37,1380,-1479055258,930,4125,-8323,1054074,1199.511,1829,773171,0.488513,0.0,1800,773171,MaxEff,0.94,480,0,2293,119.796,900
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta47_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta47_2a_alloc1_MaxEffSpread.dzn,OPTIMAL_SOLUTION,108.87278112769127,603,473155,247980,2431,245547,-9610,64223878,0.113,minimize,0.0,40,40,1830,1096360251,1230,5481,-9610,411645,107.765,2430,42664,0.608132,0.0,2400,42664,MaxEff,0.63,630,0,3050,82.94,1200
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta50_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta50_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4184409696609,,,,,,-9588,,,minimize,,,39,1830,,1230,5483,,,,2432,,0.648261,,2400,,MaxEff,,630,0,,,1200
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta51_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta51_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4219164662063,,,,,,-14399,,,minimize,,,72,2300,,1550,6866,,,,3050,,0.772068,,3000,,MaxEff,,800,0,,,1500
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta61_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta61_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.507946010679,,,,,,-19606,,,minimize,,,90,3050,,2050,9115,,,,4044,,1.014829,,4000,,MaxEff,,1050,0,,,2000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta79_8a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.406507184729,2021,1695208,1414247,8089,1406156,-44118,210931907,0.387,minimize,0.0,147,147,6100,-581729009,4100,18209,-44118,1109510,1198.113,8088,287730,1.88816,0.0,8000,287730,MaxEff,3.16,2100,0,10096,220.465,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta77_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.0698897987604,2016,6203805,488925,8096,480827,-23235,808870221,0.392,minimize,0.0,60,60,6100,-1549427937,4100,18216,-23235,5817092,1198.071,8095,264534,1.92642,0.0,8000,264534,MaxEff,1.41,2100,0,10110,114.022,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta46_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta46_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5549339056015,608,2922834,235896,2433,233461,-10385,501901298,0.112,minimize,0.0,26,26,1830,-1600448085,1230,5483,-10385,2182143,1199.393,2432,724855,0.606408,0.0,2400,724855,MaxEff,0.94,630,0,3054,9.219,1200
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta78_9a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.1750222444534,2019,3937352,709209,8091,701116,-29665,716840329,0.377,minimize,0.0,114,114,6100,-526893394,4100,18211,-29665,3548266,1198.113,8090,158094,1.88833,0.0,8000,158094,MaxEff,2.11,2100,0,10100,534.73,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta55_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta55_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.571670614183,762,7780782,195903,3050,192851,-12972,237890496,0.139,minimize,0.0,49,49,2300,1997093783,1550,6865,-12972,5945800,1199.215,3049,1797161,0.781975,0.0,3000,1797161,MaxEff,0.63,800,0,3813,2.558,1500
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta71_9a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.638008799404,,,,,,-43360,,,minimize,,,235,6100,,4100,18214,,,,8093,,2.00223,,8000,,MaxEff,,2100,0,,,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta71_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7300178986043,,,,,,-44232,,,minimize,,,345,6100,,4100,18210,,,,8089,,1.89709,,8000,,MaxEff,,2100,0,,,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta80_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta80_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.75676737912,,,,,,-40296,,,minimize,,,163,6100,,4100,18211,,,,8090,,1.88864,,8000,,MaxEff,,2100,0,,,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta68_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta68_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4988914895803,,,,,,-17586,,,minimize,,,60,3050,,2050,9116,,,,4045,,1.01078,,4000,,MaxEff,,1050,0,,,2000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta57_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta57_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4336329456419,,,,,,-14840,,,minimize,,,74,2300,,1550,6864,,,,3048,,0.774269,,3000,,MaxEff,,800,0,,,1500
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta58_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta58_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4332847967744,,,,,,-16400,,,minimize,,,65,2300,,1550,6870,,,,3054,,0.774835,,3000,,MaxEff,,800,0,,,1500
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta60_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta60_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6532421838492,766,3178393,324937,3053,321882,-15124,290306585,0.137,minimize,0.0,78,78,2300,277676566,1550,6868,-15124,2287974,1199.239,3052,830563,0.762136,0.0,3000,830563,MaxEff,0.94,800,0,3819,582.57,1500
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta66_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta66_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7618989758193,1013,2033304,367160,4046,363112,-19501,291616832,0.185,minimize,0.0,51,51,3050,1953568067,2050,9116,-19501,1381977,1198.961,4045,599125,1.03698,0.0,4000,599125,MaxEff,0.94,1050,0,5060,940.622,2000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta42_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta42_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5884104128927,610,3069431,269934,2432,267500,-10109,551262863,0.113,minimize,0.0,29,29,1830,-333046938,1230,5482,-10109,2523430,1199.392,2431,528642,0.608165,0.0,2400,528642,MaxEff,0.94,630,0,3052,565.039,1200
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta56_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta56_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4441533200443,,,,,,-15896,,,minimize,,,61,2300,,1550,6862,,,,3046,,0.769933,,3000,,MaxEff,,800,0,,,1500
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta77_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.1949864197522,2018,2747563,1001879,8094,993783,-32950,549695120,0.387,minimize,0.0,163,163,6100,1300484236,4100,18214,-32950,2315287,1198.044,8093,102535,1.97587,0.0,8000,102535,MaxEff,2.11,2100,0,10106,885.191,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta65_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta65_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7746349722147,1014,3813813,346499,4047,342450,-17892,325865606,0.19,minimize,0.0,58,58,3050,704076851,2050,9117,-17892,2872421,1198.989,4046,882000,1.008219,0.0,4000,882000,MaxEff,1.41,1050,0,5062,733.537,2000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta45_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta45_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4689007252455,,,,,,-10893,,,minimize,,,27,1830,,1230,5478,,,,2427,,0.646078,,2400,,MaxEff,,630,0,,,1200
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta75_6a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.4495586957783,2020,1984030,1671044,8085,1662957,-43682,182971624,0.384,minimize,0.0,183,183,6100,1521663656,4100,18205,-43682,1231220,1198.114,8084,382356,1.88482,0.0,8000,382356,MaxEff,3.16,2100,0,10088,948.2,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta77_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6914862897247,,,,,,-40918,,,minimize,,,288,6100,,4100,18214,,,,8093,,1.90582,,8000,,MaxEff,,2100,0,,,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta78_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6876036636531,,,,,,-42811,,,minimize,,,173,6100,,4100,18209,,,,8088,,1.8905,,8000,,MaxEff,,2100,0,,,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta72_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6924959477037,,,,,,-44181,,,minimize,,,149,6100,,4100,18207,,,,8086,,1.90945,,8000,,MaxEff,,2100,0,,,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta71_9a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3242930416018,2018,2854521,1520362,8094,1512266,-42420,522656736,0.382,minimize,0.0,229,229,6100,-1436215744,4100,18214,-42420,2285456,1198.031,8093,106905,1.97038,0.0,8000,106905,MaxEff,3.16,2100,0,10106,678.247,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta43_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta43_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5485492069274,607,3713369,281936,2426,279508,-9869,624703040,0.109,minimize,0.0,35,35,1830,-1201018111,1230,5476,-9869,3323260,1199.353,2425,369825,0.647186,0.0,2400,369825,MaxEff,0.94,630,0,3040,1032.267,1200
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta72_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3268439546227,2018,1833390,1512554,8087,1504465,-44181,183046312,0.372,minimize,0.0,149,149,6100,-845887925,4100,18207,-44181,1228556,1198.075,8086,303234,1.92831,0.0,8000,303234,MaxEff,3.16,2100,0,10092,420.188,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta32_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta32_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5405011679977,459,3108772,239626,1833,237791,-8801,437198393,0.085,minimize,0.0,50,50,1380,-1034886819,930,4128,-8801,2304768,1199.509,1832,781021,0.493145,0.0,1800,781021,MaxEff,0.63,480,0,2299,1051.29,900
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_7a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta75_7a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.3217265550047,2020,1639514,1360731,8086,1352643,-44353,195598833,0.378,minimize,0.0,129,129,6100,1455624690,4100,18206,-44353,1007040,1198.127,8085,370967,1.87307,0.0,8000,370967,MaxEff,3.16,2100,0,10090,61.285,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta37_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta37_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.39890518412,,,,,,-8284,,,minimize,,,28,1380,,930,4128,,,,1832,,0.509317,,1800,,MaxEff,,480,0,,,900
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta56_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta56_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.611424220726,765,4873175,284021,3048,280971,-14109,268335089,0.145,minimize,0.0,68,68,2300,-1799299223,1550,6863,-14109,3714624,1199.228,3047,1106166,0.77195,0.0,3000,1106166,MaxEff,0.94,800,0,3809,22.456,1500
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta74_9a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7590978797525,,,,,,-46152,,,minimize,,,213,6100,,4100,18209,,,,8088,,1.88838,,8000,,MaxEff,,2100,0,,,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta41_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta41_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6430929806083,609,3431022,292053,2433,289618,-11012,470961821,0.114,minimize,0.0,46,46,1830,642037790,1230,5483,-11012,2962045,1199.406,2432,442220,0.611942,0.0,2400,442220,MaxEff,0.94,630,0,3054,476.857,1200
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_8a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta75_8a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.1966379079968,2017,3342016,857962,8087,849873,-30803,657207157,0.373,minimize,0.0,117,117,6100,-882710361,4100,18207,-30803,2971773,1198.099,8086,133472,1.90419,0.0,8000,133472,MaxEff,2.11,2100,0,10092,653.936,4000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta36_2a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta36_2a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5201324280351,460,3610046,186529,1833,184694,-8472,386740589,0.084,minimize,0.0,31,31,1380,-865897996,930,4128,-8472,2633254,1199.479,1832,962375,0.520202,0.0,1800,962375,MaxEff,0.63,480,0,2299,1155.882,900
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta35_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta35_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.43945774436,,,,,,-7830,,,minimize,,,60,1380,,930,4126,,,,1830,,0.512417,,1800,,MaxEff,,480,0,,,900
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta76_6a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta76_6a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.4535964503884,2021,2662513,1427019,8086,1418931,-43268,161762387,0.387,minimize,0.0,177,177,6100,1546636290,4100,18206,-43268,1904017,1198.105,8085,399972,1.89495,0.0,8000,399972,MaxEff,3.16,2100,0,10090,733.919,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta67_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta67_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.818516742438,1011,2956853,354709,4049,350658,-17895,287369200,0.187,minimize,0.0,52,52,3050,309354704,2050,9119,-17895,2267520,1198.987,4048,636171,1.01279,0.0,4000,636171,MaxEff,0.94,1050,0,5066,89.058,2000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta65_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta65_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7530129775405,1013,2053967,350089,4048,346039,-18669,342172707,0.186,minimize,0.0,64,64,3050,-199311517,2050,9118,-18669,1254136,1198.939,4047,734460,1.05892,0.0,4000,734460,MaxEff,1.41,1050,0,5064,400.051,2000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta72_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1201.4167584273964,2019,1827083,1513027,8087,1504938,-44181,181209690,0.385,minimize,0.0,149,149,6100,1243427686,4100,18207,-44181,1224410,1198.068,8086,300925,1.93241,0.0,8000,300925,MaxEff,3.16,2100,0,10092,428.011,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta46_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta46_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.4292044341564,,,,,,-10385,,,minimize,,,26,1830,,1230,5483,,,,2432,,0.653466,,2400,,MaxEff,,630,0,,,1200
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta66_4a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta66_4a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.778611432761,1012,2146338,339040,4047,334991,-18688,287405051,0.189,minimize,0.0,46,46,3050,-1856270548,2050,9117,-18688,1511081,1198.991,4046,588097,1.007069,0.0,4000,588097,MaxEff,0.94,1050,0,5062,414.913,2000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta36_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta36_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.549162965268,461,4328722,212449,1834,210613,-8278,401479204,0.088,minimize,0.0,29,29,1380,1720903947,930,4129,-8278,3246262,1199.507,1833,1068935,0.491173,0.0,1800,1068935,MaxEff,0.63,480,0,2301,1078.751,900
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta70_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta70_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.8116967808455,1014,3071870,350121,4046,346073,-19229,261860969,0.194,minimize,0.0,61,61,3050,1961230440,2050,9116,-19229,2362134,1198.983,4045,647354,1.01624,0.0,4000,647354,MaxEff,1.41,1050,0,5060,15.414,2000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta59_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta59_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5725459828973,,,,,,-14640,,,minimize,,,60,2300,,1550,6864,,,,3048,,0.772932,,3000,,MaxEff,,800,0,,,1500
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta73_10a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.61754893139,,,,,,-38883,,,minimize,,,258,6100,,4100,18215,,,,8094,,1.88143,,8000,,MaxEff,,2100,0,,,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta75_10a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6748625580221,,,,,,-42970,,,minimize,,,144,6100,,4100,18209,,,,8088,,1.89325,,8000,,MaxEff,,2100,0,,,4000
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta69_5a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta69_5a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.7984459009022,1017,2825851,418621,4051,414568,-20727,246149327,0.187,minimize,0.0,75,75,3050,1279451232,2050,9121,-20727,2059783,1198.912,4050,689501,1.08914,0.0,4000,689501,MaxEff,1.41,1050,0,5070,33.137,2000
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta31_3a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta31_3a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.5599651616067,459,3291933,191222,1830,189390,-8305,422444485,0.082,minimize,0.0,27,27,1380,769648117,930,4125,-8305,2322419,1199.508,1829,956983,0.489429,0.0,1800,956983,MaxEff,0.63,480,0,2293,1198.791,900
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_9a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta79_9a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6821615416557,,,,,,-41341,,,minimize,,,242,6100,,4100,18210,,,,8089,,1.92008,,8000,,MaxEff,,2100,0,,,4000
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_10a_alloc1.dzn:jobshop/generated_bounds/MaxEffSpread/ta74_10a_alloc1_MaxEffSpread.dzn,SATISFIED,1200.6748059149832,,,,,,-44133,,,minimize,,,228,6100,,4100,18210,,,,8089,,1.87702,,8000,,MaxEff,,2100,0,,,4000
