configuration,problem,model,data_file,status,time,restarts,intVars,run,initTime,solveTime,method,flatTime,backjumps,optTime,nSolutions,solver_objective,flatIntConstraints,objective,baseMem,trailMem,eliminatedImplications,flatBoolVars,flatBoolConstraints,failures,nogoods,nodes,propagations,peakDepth,propagators,paths,flatIntVars,evaluatedHalfReifiedConstraints,randomSeed,boolVariables,evaluatedReifiedConstraints,peakMem,variables
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_5a_alloc1_MinDis.dzn,SATISFIED,1201.1517568714917,22,8085,MinDis,0.392,1198.129,minimize,1.8701,3866874,1010.057,22,510930,18207,510930,0.0,2.11,2100,6100,8000,171911,171911,4084497,939280105,2020,10088,0,8084,4100,-1361926677,800566,4000,0.0,808653
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta42_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta42_3a_alloc1_MinDis.dzn,SATISFIED,1200.3988288491964,,,MinDis,,,minimize,0.648199,,,8,,5484,139786,,,630,1830,2400,,,,,,,0,2431,1230,,,1200,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta33_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta33_3a_alloc1_MinDis.dzn,SATISFIED,1200.4173663519323,,,MinDis,,,minimize,0.482989,,,19,,4129,102926,,,480,1380,1800,,,,,,,0,1831,930,,,900,,
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta58_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta58_5a_alloc1_MinDis.dzn,SATISFIED,1200.6482556201518,39,3055,MinDis,0.14,1199.221,minimize,0.776544,10161562,1124.026,39,32477,6872,32477,0.0,0.63,800,2300,3000,703999,703999,10895692,836433450,763,3823,0,3054,1550,-1105691154,300280,1500,0.0,303337
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta51_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta51_3a_alloc1_MinDis.dzn,SATISFIED,1200.6743348557502,8,3050,MinDis,0.139,1199.23,minimize,0.768543,4443775,1.032,8,1660874,6867,1660874,0.0,0.94,800,2300,3000,1268958,1268958,5719493,224395795,763,3813,0,3049,1550,-930811026,207724,1500,0.0,210776
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_6a_alloc1_MinDis.dzn,SATISFIED,1200.6551421713084,,,MinDis,,,minimize,1.88822,,,216,,18207,87923,,,2100,6100,8000,,,,,,,0,8084,4100,,,4000,,
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta49_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta49_3a_alloc1_MinDis.dzn,SATISFIED,1200.527016285807,7,2430,MinDis,0.113,1199.375,minimize,0.624738,2525143,1109.504,7,47384,5482,47384,0.0,0.94,630,1830,2400,641062,641062,3170739,483728807,604,3048,0,2429,1230,-805234196,239997,1200,0.0,242429
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta69_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta69_5a_alloc1_MinDis.dzn,SATISFIED,1200.6671219617128,24,4050,MinDis,0.181,1199.06,minimize,0.939299,8812616,74.859,24,77140,9122,77140,0.0,0.94,1050,3050,4000,423183,423183,9260714,977233007,1016,5068,0,4049,2050,1100322170,315813,2000,0.0,319865
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta62_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta62_4a_alloc1_MinDis.dzn,SATISFIED,1200.5081146825105,,,MinDis,,,minimize,0.986618,,,8,,9121,1208036,,,1050,3050,4000,,,,,,,0,4048,2050,,,2000,,
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_7a_alloc1_MinDis.dzn,SATISFIED,1201.1297433990985,41,8091,MinDis,0.386,1198.103,minimize,1.90145,3099377,1045.776,41,952886,18213,952886,0.0,2.11,2100,6100,8000,135185,135185,3318602,793888604,2019,10100,0,8090,4100,1727517130,891887,4000,0.0,899980
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta39_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta39_3a_alloc1_MinDis.dzn,SATISFIED,1200.3860906921327,,,MinDis,,,minimize,0.510256,,,3,,4126,80134,,,480,1380,1800,,,,,,,0,1828,930,,,900,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_9a_alloc1_MinDis.dzn,SATISFIED,1201.2799404151738,64,8089,MinDis,0.382,1198.164,minimize,1.84372,2438421,1118.295,64,271173,18211,271173,0.0,2.11,2100,6100,8000,116752,116752,2685672,399726658,2022,10096,0,8088,4100,-1469482588,1226367,4000,0.0,1234458
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta39_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta39_3a_alloc1_MinDis.dzn,SATISFIED,1200.4811561517417,3,1829,MinDis,0.078,1199.521,minimize,0.468847,1081164,447.366,3,80134,4126,80134,0.0,0.63,480,1380,1800,706804,706804,1789606,464126934,457,2291,0,1828,930,44309755,178229,900,0.0,180060
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta47_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta47_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,73.60897072590888,11,2430,MinDis,0.111,72.439,minimize,0.608824,358539,70.808,11,7310,5482,7310,0.0,0.63,630,1830,2400,30735,30735,393556,44248565,604,3048,0,2429,1230,2017652676,237487,1200,0.0,239919
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta50_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta50_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,407.7703273072839,15,2432,MinDis,0.112,406.548,minimize,0.646601,1481577,168.925,15,1122,5484,1122,0.0,0.63,630,1830,2400,113004,113004,1601853,251431407,603,3052,0,2431,1230,1772005752,275537,1200,0.0,277971
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta51_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta51_3a_alloc1_MinDis.dzn,SATISFIED,1200.4460562374443,,,MinDis,,,minimize,0.776383,,,8,,6867,1660874,,,800,2300,3000,,,,,,,0,3049,1550,,,1500,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta61_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta61_3a_alloc1_MinDis.dzn,SATISFIED,1200.50129118748,,,MinDis,,,minimize,1.00969,,,30,,9116,21532,,,1050,3050,4000,,,,,,,0,4043,2050,,,2000,,
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_8a_alloc1_MinDis.dzn,SATISFIED,1201.1937819831073,23,8088,MinDis,0.385,1198.043,minimize,1.9701,3516969,566.381,23,180406,18210,180406,0.0,2.11,2100,6100,8000,156250,156250,3720961,857111054,2020,10094,0,8087,4100,575137856,781907,4000,0.0,789997
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_7a_alloc1_MinDis.dzn,SATISFIED,1201.2058514989913,25,8095,MinDis,0.381,1198.146,minimize,1.85912,3429103,958.424,25,501269,18217,501269,0.0,2.11,2100,6100,8000,154449,154449,3635345,868996941,2019,10108,0,8094,4100,-397330133,749469,4000,0.0,757566
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta46_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta46_3a_alloc1_MinDis.dzn,SATISFIED,1200.5654510390013,6,2432,MinDis,0.116,1199.38,minimize,0.619716,2101672,98.88,6,58372,5484,58372,0.0,0.94,630,1830,2400,678361,678361,2783675,486704730,604,3052,0,2431,1230,-576083928,264452,1200,0.0,266886
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_9a_alloc1_MinDis.dzn,SATISFIED,1201.1801446303725,30,8090,MinDis,0.384,1198.068,minimize,1.94439,3652700,1042.43,30,1158432,18212,1158432,0.0,2.11,2100,6100,8000,160351,160351,3874946,755937497,2020,10098,0,8089,4100,-125513631,879017,4000,0.0,887109
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta55_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta55_5a_alloc1_MinDis.dzn,SATISFIED,1200.5365126412362,1,3049,MinDis,0.14,1199.229,minimize,0.770213,3337821,0.147,1,578022,6866,578022,0.0,0.94,800,2300,3000,1205705,1205705,4544932,306689445,763,3811,0,3048,1550,-79886822,177090,1500,0.0,180141
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_9a_alloc1_MinDis.dzn,SATISFIED,1200.7372898925096,,,MinDis,,,minimize,1.91286,,,434,,18215,4,,,2100,6100,8000,,,,,,,0,8092,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_5a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,725.9349135961384,279,8089,MinDis,0.387,722.193,minimize,1.88574,1572045,722.119,279,0,18211,0,0.0,2.11,2100,6100,8000,66500,66500,2192497,250863004,2019,10096,0,8088,4100,1772007074,1806254,4000,0.0,1814345
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta80_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_7a_alloc1_MinDis.dzn,SATISFIED,1200.7549449279904,,,MinDis,,,minimize,1.89472,,,158,,18212,13859,,,2100,6100,8000,,,,,,,0,8089,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta68_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_4a_alloc1_MinDis.dzn,SATISFIED,1200.445267625153,,,MinDis,,,minimize,0.960777,,,24,,9117,794485,,,1050,3050,4000,,,,,,,0,4044,2050,,,2000,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta57_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta57_3a_alloc1_MinDis.dzn,SATISFIED,1200.399156756699,,,MinDis,,,minimize,0.759935,,,1,,6865,1949968,,,800,2300,3000,,,,,,,0,3047,1550,,,1500,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta58_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta58_4a_alloc1_MinDis.dzn,SATISFIED,1200.531210159883,,,MinDis,,,minimize,0.757047,,,30,,6871,18,,,800,2300,3000,,,,,,,0,3053,1550,,,1500,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta60_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta60_4a_alloc1_MinDis.dzn,SATISFIED,1200.6896105855703,60,3052,MinDis,0.141,1199.233,minimize,0.765612,2599661,658.259,60,2581,6869,2581,0.0,0.94,800,2300,3000,818522,818522,3464516,300813246,766,3817,0,3051,1550,790467105,349606,1500,0.0,352660
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta66_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta66_3a_alloc1_MinDis.dzn,SATISFIED,1200.7139389924705,23,4045,MinDis,0.191,1199.002,minimize,0.996443,4175373,1190.643,23,74,9117,74,0.0,0.94,1050,3050,4000,633284,633284,4832544,449934383,1014,5058,0,4044,2050,1697971500,358673,2000,0.0,362720
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta42_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta42_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,840.4326752200723,12,2431,MinDis,0.115,839.22,minimize,0.610401,1969258,839.122,12,0,5483,0,0.0,0.94,630,1830,2400,375257,375257,2351331,404479331,604,3050,0,2430,1230,-1209702962,264740,1200,0.0,267173
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta56_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta56_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,3.9271265286952257,25,3046,MinDis,0.14,2.596,minimize,0.770696,29292,2.587,25,0,6863,0,0.0,0.63,800,2300,3000,561,561,48730,1411672,764,3805,0,3045,1550,1772006726,199156,1500,0.0,202204
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_5a_alloc1_MinDis.dzn,SATISFIED,1201.3939846325666,12,8093,MinDis,0.413,1198.139,minimize,1.858,3951222,776.099,12,4120454,18215,4120454,0.0,2.11,2100,6100,8000,179978,179978,4156746,1001094721,2018,10104,0,8092,4100,922191099,584241,4000,0.0,592336
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta65_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta65_4a_alloc1_MinDis.dzn,SATISFIED,1200.7234792467207,55,4046,MinDis,0.183,1199.001,minimize,1.00664,5895205,581.071,55,1,9118,1,0.0,0.94,1050,3050,4000,295400,295400,6246289,644827174,1014,5060,0,4045,2050,575982618,400693,2000,0.0,404741
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta45_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta45_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,62.23095607571304,10,2427,MinDis,0.113,61.038,minimize,0.651461,248060,60.975,10,0,5479,0,0.0,0.63,630,1830,2400,46791,46791,300582,33387385,611,3042,0,2426,1230,1772003048,245155,1200,0.0,247584
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_6a_alloc1_MinDis.dzn,SATISFIED,1201.214821683243,41,8084,MinDis,0.375,1198.112,minimize,1.89309,2081266,544.646,41,786701,18206,786701,0.0,2.11,2100,6100,8000,96619,96619,2261890,646953803,2019,10086,0,8083,4100,534718708,1023813,4000,0.0,1031899
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_5a_alloc1_MinDis.dzn,SATISFIED,1200.7702618483454,,,MinDis,,,minimize,1.88677,,,175,,18215,549632,,,2100,6100,8000,,,,,,,0,8092,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_7a_alloc1_MinDis.dzn,SATISFIED,1200.7462481744587,,,MinDis,,,minimize,1.88798,,,188,,18210,1211,,,2100,6100,8000,,,,,,,0,8087,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_5a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,244.4250260386616,187,8086,MinDis,0.389,240.597,minimize,1.90176,559634,240.515,187,0,18208,0,0.0,2.11,2100,6100,8000,15750,15750,944110,78960868,2018,10090,0,8085,4100,1772009892,1833830,4000,0.0,1841918
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_9a_alloc1_MinDis.dzn,SATISFIED,1201.1941630560905,23,8093,MinDis,0.385,1198.08,minimize,1.92013,3435523,310.09,23,229674,18215,229674,0.0,2.11,2100,6100,8000,160451,160451,3643700,850641241,2017,10104,0,8092,4100,1431550517,737282,4000,0.0,745377
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta43_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta43_2a_alloc1_MinDis.dzn,SATISFIED,1200.5628530625254,4,2425,MinDis,0.109,1199.344,minimize,0.662682,4307211,513.066,4,1,5477,1,0.0,0.94,630,1830,2400,288119,288119,4597709,680229232,604,3038,0,2424,1230,1581604452,284053,1200,0.0,286480
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_5a_alloc1_MinDis.dzn,SATISFIED,1201.2540268730372,37,8086,MinDis,0.376,1198.125,minimize,1.8865,2750290,392.821,37,220346,18208,220346,0.0,2.11,2100,6100,8000,119497,119497,2945709,743296418,2018,10090,0,8085,4100,-261962715,960173,4000,0.0,968261
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta32_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta32_3a_alloc1_MinDis.dzn,SATISFIED,1200.576495859772,15,1832,MinDis,0.084,1199.508,minimize,0.489494,4099742,276.951,15,210,4129,210,0.0,0.63,480,1380,1800,569312,569312,4676186,472754120,459,2297,0,1831,930,1266249689,250203,900,0.0,252037
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_7a_alloc1_MinDis.dzn,SATISFIED,1201.2354334443808,45,8085,MinDis,0.396,1198.156,minimize,1.84225,2846263,579.432,45,21832,18207,21832,0.0,2.11,2100,6100,8000,131691,131691,3070019,447011770,2019,10088,0,8084,4100,1157847968,1002092,4000,0.0,1010179
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta37_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta37_2a_alloc1_MinDis.dzn,SATISFIED,1200.401338543743,,,MinDis,,,minimize,0.514945,,,3,,4129,59536,,,480,1380,1800,,,,,,,0,1831,930,,,900,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta56_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta56_4a_alloc1_MinDis.dzn,SATISFIED,1200.592417050153,66,3047,MinDis,0.141,1199.239,minimize,0.758596,3300896,1139.237,66,797091,6864,797091,0.0,0.94,800,2300,3000,925113,925113,4276965,310973107,765,3807,0,3046,1550,-1261968802,375217,1500,0.0,378266
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_9a_alloc1_MinDis.dzn,SATISFIED,1200.5586437042803,,,MinDis,,,minimize,1.84453,,,105,,18210,69090,,,2100,6100,8000,,,,,,,0,8087,4100,,,4000,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta41_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta41_3a_alloc1_MinDis.dzn,SATISFIED,1200.5886019468307,9,2432,MinDis,0.113,1199.395,minimize,0.607158,3486634,94.57,9,2,5484,2,0.0,0.63,630,1830,2400,233823,233823,3725403,604770518,604,3052,0,2431,1230,-1494282792,377893,1200,0.0,380327
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_8a_alloc1_MinDis.dzn,SATISFIED,1201.1196459531784,29,8086,MinDis,0.372,1198.229,minimize,1.77039,3322980,1182.659,29,2241213,18208,2241213,0.0,2.11,2100,6100,8000,154165,154165,3536943,788964151,2018,10090,0,8085,4100,-265642428,837504,4000,0.0,845592
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta36_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta36_2a_alloc1_MinDis.dzn,SATISFIED,1200.492312707007,3,1832,MinDis,0.081,1199.511,minimize,0.484246,2102944,1115.833,3,10100,4129,10100,0.0,0.63,480,1380,1800,927218,927218,3031859,373084132,460,2297,0,1831,930,1984482215,193977,900,0.0,195811
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta35_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta35_3a_alloc1_MinDis.dzn,UNKNOWN,1200.4753531198949,,,MinDis,,,minimize,0.510282,,,0,,4127,,,,480,1380,1800,,,,,,,0,1829,930,,,900,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta76_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_6a_alloc1_MinDis.dzn,SATISFIED,1201.1991187315434,40,8085,MinDis,0.386,1198.11,minimize,1.90094,2784371,244.92,40,167500,18207,167500,0.0,2.11,2100,6100,8000,128364,128364,2994896,582909327,2021,10088,0,8084,4100,1145640039,924259,4000,0.0,932346
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta67_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta67_5a_alloc1_MinDis.dzn,SATISFIED,1200.729547355324,3,4048,MinDis,0.187,1198.986,minimize,1.01157,1765224,0.997,3,723871,9120,723871,0.0,1.41,1050,3050,4000,523295,523295,2292355,337898598,1011,5064,0,4047,2050,-2007232147,291695,2000,0.0,295745
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta65_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta65_5a_alloc1_MinDis.dzn,SATISFIED,1200.7357820607722,2,4047,MinDis,0.186,1198.988,minimize,1.012529,1847473,421.756,2,282133,9119,282133,0.0,0.94,1050,3050,4000,797177,797177,2647536,291053021,1014,5062,0,4046,2050,-169600814,287182,2000,0.0,291231
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_5a_alloc1_MinDis.dzn,SATISFIED,1201.3147018104792,93,8086,MinDis,0.376,1198.133,minimize,1.88582,2574561,929.249,93,6364,18208,6364,0.0,2.11,2100,6100,8000,117022,117022,2880560,377066563,2019,10090,0,8085,4100,-75590694,1378979,4000,0.0,1387067
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta46_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta46_3a_alloc1_MinDis.dzn,SATISFIED,1200.4305012244731,,,MinDis,,,minimize,0.651941,,,6,,5484,58372,,,630,1830,2400,,,,,,,0,2431,1230,,,1200,,
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta66_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta66_4a_alloc1_MinDis.dzn,SATISFIED,1200.7659437861294,11,4046,MinDis,0.188,1199.007,minimize,0.994055,1934768,116.715,11,183529,9118,183529,0.0,0.94,1050,3050,4000,596619,596619,2543310,307606466,1014,5060,0,4045,2050,-300554177,372223,2000,0.0,376271
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta36_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta36_3a_alloc1_MinDis.dzn,UNKNOWN,1200.5371583793312,0,1833,MinDis,0.086,1199.509,minimize,0.489791,1856751,0.0,0,-1,4130,,0.0,0.63,480,1380,1800,885175,885175,2742244,408002493,454,2299,0,1832,930,1501575037,192499,900,0.0,194334
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta70_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta70_5a_alloc1_MinDis.dzn,SATISFIED,1200.7481901887804,15,4045,MinDis,0.189,1198.993,minimize,1.00684,4560488,14.257,15,261238,9117,261238,0.0,0.94,1050,3050,4000,751363,751363,5327893,259725872,1014,5058,0,4044,2050,1465446260,341114,2000,0.0,345161
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta59_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta59_3a_alloc1_MinDis.dzn,SATISFIED,1200.4218225497752,,,MinDis,,,minimize,0.77015,,,3,,6865,552105,,,800,2300,3000,,,,,,,0,3047,1550,,,1500,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_10a_alloc1_MinDis.dzn,SATISFIED,1200.653387248516,,,MinDis,,,minimize,1.82291,,,202,,18216,86824,,,2100,6100,8000,,,,,,,0,8093,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_10a_alloc1_MinDis.dzn,SATISFIED,1201.2448126133531,,,MinDis,,,minimize,1.88173,,,28,,18210,355460,,,2100,6100,8000,,,,,,,0,8087,4100,,,4000,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta69_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta69_5a_alloc1_MinDis.dzn,SATISFIED,1200.8777816500515,31,4050,MinDis,0.188,1198.988,minimize,1.011609,2481585,305.963,31,36897,9122,36897,0.0,1.41,1050,3050,4000,606280,606280,3120115,312725726,1017,5068,0,4049,2050,-627625947,426214,2000,0.0,430266
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta31_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta31_3a_alloc1_MinDis.dzn,SATISFIED,1200.5042824074626,2,1829,MinDis,0.084,1199.483,minimize,0.515422,2442943,713.059,2,151718,4126,151718,0.0,0.63,480,1380,1800,1011379,1011379,3455562,415856293,459,2291,0,1828,930,-1686713487,186602,900,0.0,188433
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_9a_alloc1_MinDis.dzn,SATISFIED,1200.626055829227,,,MinDis,,,minimize,1.87857,,,125,,18211,19214,,,2100,6100,8000,,,,,,,0,8088,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_10a_alloc1_MinDis.dzn,SATISFIED,1200.6139640342444,,,MinDis,,,minimize,1.87712,,,71,,18211,110164,,,2100,6100,8000,,,,,,,0,8088,4100,,,4000,,
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta43_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta43_3a_alloc1_MinDis.dzn,SATISFIED,1200.7113913353533,9,2426,MinDis,0.111,1199.351,minimize,0.646238,3401844,1125.374,9,58872,5478,58872,0.0,0.94,630,1830,2400,307026,307026,3713615,613967229,604,3040,0,2425,1230,-1896929411,283484,1200,0.0,285912
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta53_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta53_5a_alloc1_MinDis.dzn,SATISFIED,1200.6051849760115,7,3050,MinDis,0.135,1199.227,minimize,0.770759,3621086,0.7,7,272137,6867,272137,0.0,0.63,800,2300,3000,1424535,1424535,5051631,316858811,765,3813,0,3049,1550,1747825619,193844,1500,0.0,196896
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta76_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_10a_alloc1_MinDis.dzn,SATISFIED,1201.2162510883063,47,8089,MinDis,0.381,1198.142,minimize,1.86119,2297561,202.792,47,286872,18211,286872,0.0,2.11,2100,6100,8000,105587,105587,2499388,551808661,2021,10096,0,8088,4100,1233037598,948342,4000,0.0,956433
