configuration,problem,model,data_file,status,time,restarts,intVars,run,initTime,solveTime,method,flatTime,backjumps,optTime,nSolutions,solver_objective,flatIntConstraints,objective,baseMem,trailMem,eliminatedImplications,flatBoolVars,flatBoolConstraints,failures,nogoods,nodes,propagations,peakDepth,propagators,paths,flatIntVars,evaluatedHalfReifiedConstraints,randomSeed,boolVariables,evaluatedReifiedConstraints,peakMem,variables
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta80_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_7a_alloc1_MinDis.dzn,SATISFIED,1201.6864520478994,,,MinDis_dcmp,,,minimize,1.91937,,,68,,18239,349693,,,2100,6100,8000,,,,,,,0,8111,4100,,,4000,,
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta50_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta50_3a_alloc1_MinDis.dzn,UNKNOWN,1200.6493133697659,0,2444,MinDis_dcmp,0.109,1199.394,minimize,0.610809,78554,0.0,0,-1,5496,,0.0,16.02,630,1830,2400,150687,150687,229842,3701545,604,3068,0,2442,1230,1471678909,830619,1200,0.0,833065
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta54_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta54_3a_alloc1_MinDis.dzn,SATISFIED,1200.698211563751,27,3061,MinDis_dcmp,0.133,1199.281,minimize,0.722957,4327276,564.71,27,1,6878,1,0.0,3.16,800,2300,3000,744224,744224,5092101,259721836,761,3827,0,3059,1550,-1236883956,554949,1500,0.0,558012
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta36_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta36_2a_alloc1_MinDis.dzn,SATISFIED,1200.7325315531343,2,1840,MinDis_dcmp,0.082,1199.478,minimize,0.519961,2033016,811.746,2,30450,4136,30450,0.0,0.63,480,1380,1800,920275,920275,2954536,368602634,460,2307,0,1838,930,-386816974,192203,900,0.0,194045
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta67_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta67_4a_alloc1_MinDis.dzn,SATISFIED,1201.1099459063262,4,4061,MinDis_dcmp,0.189,1198.997,minimize,1.026219,18452282,344.291,4,348940,9134,348940,0.0,10.68,1050,3050,4000,133715,133715,18591008,441718360,1010,5080,0,4059,2050,1253551829,1140572,2000,0.0,1144635
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta45_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta45_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,75.98187154345214,10,2435,MinDis_dcmp,0.111,74.811,minimize,0.655562,418622,74.755,10,0,5486,0,0.0,0.63,630,1830,2400,45981,45981,470294,35839201,611,3052,0,2433,1230,-726157280,258417,1200,0.0,260854
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_7a_alloc1_MinDis.dzn,SATISFIED,1201.556995080784,,,MinDis_dcmp,,,minimize,1.78775,,,91,,18234,6119,,,2100,6100,8000,,,,,,,0,8106,4100,,,4000,,
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta65_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta65_3a_alloc1_MinDis.dzn,SATISFIED,1201.0641355216503,1,4056,MinDis_dcmp,0.188,1198.991,minimize,1.02589,40849917,0.206,1,566154,9128,566154,0.0,10.68,1050,3050,4000,107486,107486,40959417,282723287,1013,5072,0,4054,2050,-1870388466,870823,2000,0.0,874881
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta63_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta63_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,552.1912850718945,34,4060,MinDis_dcmp,0.189,550.278,minimize,0.996809,21648768,550.19,34,0,9132,0,0.0,7.12,1050,3050,4000,153634,153634,21836369,389161757,1014,5080,0,4058,2050,-917597272,662433,2000,0.0,666495
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta50_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta50_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,759.3431980554014,15,2440,MinDis_dcmp,0.111,757.972,minimize,0.652064,18289038,512.692,15,1122,5491,1122,0.0,7.12,630,1830,2400,187229,187229,18483533,250561354,604,3062,0,2438,1230,-764523447,725579,1200,0.0,728021
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta61_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta61_5a_alloc1_MinDis.dzn,SATISFIED,1201.170283311978,58,4063,MinDis_dcmp,0.19,1198.987,minimize,1.01197,17798577,1194.684,58,1,9137,1,0.0,4.75,1050,3050,4000,93548,93548,17949605,511498456,1014,5082,0,4061,2050,1629780840,1165465,2000,0.0,1169530
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta33_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta33_3a_alloc1_MinDis.dzn,SATISFIED,1200.8737083040178,2,1843,MinDis_dcmp,0.083,1199.51,minimize,0.489129,18872459,774.34,2,2144406,4140,2144406,0.0,7.12,480,1380,1800,582839,582839,19456522,372980343,460,2311,0,1841,930,-6034318,821546,900,0.0,823391
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta51_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta51_4a_alloc1_MinDis.dzn,SATISFIED,1200.5368392057717,12,3065,MinDis_dcmp,0.135,1199.271,minimize,0.727375,7498052,5.713,12,49522,6883,49522,0.0,0.63,800,2300,3000,1641769,1641769,9149587,202730459,763,3833,0,3063,1550,-680007430,217481,1500,0.0,220548
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta57_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta57_4a_alloc1_MinDis.dzn,SATISFIED,1200.6062000282109,5,3063,MinDis_dcmp,0.138,1199.231,minimize,0.767618,9716296,12.983,5,1310504,6881,1310504,0.0,3.16,800,2300,3000,1468726,1468726,11189550,239513570,765,3829,0,3061,1550,1192959021,332394,1500,0.0,335459
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_6a_alloc1_MinDis.dzn,UNKNOWN,1201.6693763770163,,,MinDis_dcmp,,,minimize,1.8848,,,0,,18239,,,,2100,6100,8000,,,,,,,0,8112,4100,,,4000,,
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta40_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta40_2a_alloc1_MinDis.dzn,UNKNOWN,1200.532425288111,0,1836,MinDis_dcmp,0.085,1199.472,minimize,0.526462,6067366,0.0,0,-1,4132,,0.0,2.11,480,1380,1800,1066025,1066025,7133721,428335904,454,2299,0,1834,930,1485496468,257515,900,0.0,259353
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_5a_alloc1_MinDis.dzn,SATISFIED,1201.5550342742354,47,8106,MinDis_dcmp,0.392,1198.274,minimize,1.79554,921569,584.31,47,974742,18230,974742,0.0,2.11,2100,6100,8000,28304,28304,1045756,127500881,2019,10118,0,8104,4100,1346619560,1842102,4000,0.0,1850210
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta70_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta70_3a_alloc1_MinDis.dzn,UNKNOWN,1200.8294731471688,0,4054,MinDis_dcmp,0.196,1199.015,minimize,0.982876,18570,0.0,0,-1,9126,,0.0,10.68,1050,3050,4000,147778,147778,167349,3892767,1004,5068,0,4052,2050,1983644760,867694,2000,0.0,871750
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_10a_alloc1_MinDis.dzn,SATISFIED,1201.7484812121838,,,MinDis_dcmp,,,minimize,1.91548,,,27,,18249,356081,,,2100,6100,8000,,,,,,,0,8118,4100,,,4000,,
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta76_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_10a_alloc1_MinDis.dzn,SATISFIED,1201.584991345182,17,8121,MinDis_dcmp,0.377,1198.056,minimize,1.94359,4060245,977.89,17,278672,18250,278672,0.0,2.11,2100,6100,8000,22898,22898,4118740,233357667,2020,10138,0,8119,4100,-1986566395,1694150,4000,0.0,1702273
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta66_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta66_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,872.414818700403,24,4056,MinDis_dcmp,0.194,870.55,minimize,1.03962,3823539,870.429,24,0,9128,0,0.0,3.16,1050,3050,4000,561377,561377,4408979,197374007,1014,5072,0,4054,2050,630192140,507017,2000,0.0,511075
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta65_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta65_5a_alloc1_MinDis.dzn,SATISFIED,1200.7227251995355,2,4064,MinDis_dcmp,0.18,1198.988,minimize,1.01041,1999024,445.572,2,282133,9138,282133,0.0,0.94,1050,3050,4000,865754,865754,2867663,298467584,1014,5084,0,4062,2050,1873793772,283633,2000,0.0,287699
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta66_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta66_4a_alloc1_MinDis.dzn,SATISFIED,1200.8744636308402,11,4060,MinDis_dcmp,0.186,1198.969,minimize,1.03191,1847283,139.788,11,183529,9133,183529,0.0,0.94,1050,3050,4000,569033,569033,2428220,279562606,1014,5078,0,4058,2050,-161854387,405110,2000,0.0,409172
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_8a_alloc1_MinDis.dzn,SATISFIED,1201.5082706436515,,,MinDis_dcmp,,,minimize,1.87075,,,43,,18245,248559,,,2100,6100,8000,,,,,,,0,8116,4100,,,4000,,
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta35_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta35_3a_alloc1_MinDis.dzn,UNKNOWN,1200.6892943792045,0,1841,MinDis_dcmp,0.082,1199.465,minimize,0.533734,12754407,0.0,0,-1,4138,,0.0,7.12,480,1380,1800,877187,877187,13631923,355510381,454,2307,0,1839,930,589087041,537137,900,0.0,538980
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta34_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta34_2a_alloc1_MinDis.dzn,SATISFIED,1200.5192258507013,4,1840,MinDis_dcmp,0.086,1199.472,minimize,0.525284,1527273,174.424,4,870,4136,870,0.0,0.94,480,1380,1800,865363,865363,2394756,417140226,461,2307,0,1838,930,-1610309581,194316,900,0.0,196158
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_9a_alloc1_MinDis.dzn,UNKNOWN,1201.6586566548795,0,8119,MinDis_dcmp,0.376,1198.208,minimize,1.8957,5950355,0.0,0,-1,18247,,0.0,2.11,2100,6100,8000,20804,20804,5972429,121833968,2004,10136,0,8117,4100,-109145977,1732942,4000,0.0,1741063
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta52_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta52_3a_alloc1_MinDis.dzn,UNKNOWN,1200.609986975789,0,3058,MinDis_dcmp,0.138,1199.226,minimize,0.77436,4304019,0.0,0,-1,6875,,0.0,0.94,800,2300,3000,928177,928177,5232857,218235601,754,3821,0,3056,1550,-1231419201,219692,1500,0.0,222752
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_6a_alloc1_MinDis.dzn,UNKNOWN,1201.350826755166,0,8107,MinDis_dcmp,0.393,1198.085,minimize,1.95101,35991165,0.0,0,-1,18232,,0.0,4.75,2100,6100,8000,49660,49660,36042826,530038040,2004,10118,0,8105,4100,-683966383,786304,4000,0.0,794413
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta63_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta63_4a_alloc1_MinDis.dzn,SATISFIED,1200.8791683930904,35,4064,MinDis_dcmp,0.182,1198.967,minimize,1.036049,3823752,434.636,35,1247323,9137,1247323,0.0,2.11,1050,3050,4000,644120,644120,4503870,303080268,1015,5086,0,4062,2050,-1415065644,555975,2000,0.0,560041
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta68_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_4a_alloc1_MinDis.dzn,SATISFIED,1200.8003569114953,24,4059,MinDis_dcmp,0.179,1199.044,minimize,0.954043,1503288,432.951,24,794485,9132,794485,0.0,1.41,1050,3050,4000,514215,514215,2042273,357023908,1013,5076,0,4057,2050,-1276741528,569417,2000,0.0,573478
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta78_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_7a_alloc1_MinDis.dzn,UNKNOWN,1201.3171686083078,0,8111,MinDis_dcmp,0.397,1198.181,minimize,1.88524,12060925,0.0,0,-1,18237,,0.0,3.16,2100,6100,8000,18343,18343,12081269,587111739,2004,10124,0,8109,4100,-1889221031,766470,4000,0.0,774583
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta51_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta51_3a_alloc1_MinDis.dzn,UNKNOWN,1200.789765784517,0,3061,MinDis_dcmp,0.142,1199.249,minimize,0.771998,13304,0.0,0,-1,6878,,0.0,10.68,800,2300,3000,153404,153404,167459,2489405,754,3827,0,3059,1550,-484332833,859831,1500,0.0,862894
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta48_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta48_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,427.6071329973638,5,2438,MinDis_dcmp,0.107,426.299,minimize,0.627635,23733521,426.267,5,0,5489,0,0.0,10.68,630,1830,2400,110342,110342,23846559,41234983,604,3058,0,2436,1230,1909723974,701618,1200,0.0,704058
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta68_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_5a_alloc1_MinDis.dzn,SATISFIED,1200.7676887996495,3,4063,MinDis_dcmp,0.181,1198.995,minimize,1.002969,4733360,732.148,3,1026256,9137,1026256,0.0,2.11,1050,3050,4000,551037,551037,5288249,336682079,1013,5082,0,4061,2050,1185302475,429795,2000,0.0,433860
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta53_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta53_4a_alloc1_MinDis.dzn,SATISFIED,1200.5730147566646,2,3063,MinDis_dcmp,0.136,1199.209,minimize,0.787992,2711693,6.546,2,1697505,6881,1697505,0.0,0.94,800,2300,3000,1204883,1204883,3918776,315745462,765,3829,0,3061,1550,-1930779120,204354,1500,0.0,207419
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta55_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta55_4a_alloc1_MinDis.dzn,SATISFIED,1200.8141558226198,26,3062,MinDis_dcmp,0.133,1199.281,minimize,0.7204,9748849,334.761,26,2494,6880,2494,0.0,4.75,800,2300,3000,1287500,1287500,11056319,326694550,763,3827,0,3060,1550,-1045709679,846814,1500,0.0,849878
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_5a_alloc1_MinDis.dzn,UNKNOWN,1201.632876129821,,,MinDis_dcmp,,,minimize,1.78165,,,0,,18234,,,,2100,6100,8000,,,,,,,0,8108,4100,,,4000,,
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta58_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta58_4a_alloc1_MinDis.dzn,SATISFIED,1200.6626373641193,30,3068,MinDis_dcmp,0.145,1199.258,minimize,0.740775,1739039,9.25,30,18,6886,18,0.0,0.94,800,2300,3000,875703,875703,2637345,269559946,762,3839,0,3066,1550,-1962314504,379988,1500,0.0,383058
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta69_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta69_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,117.27938173897564,35,4059,MinDis_dcmp,0.185,115.665,minimize,0.956012,337122,115.567,35,0,9131,0,0.0,1.41,1050,3050,4000,56205,56205,428038,40466555,1016,5078,0,4057,2050,1363895927,426150,2000,0.0,430211
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta60_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta60_5a_alloc1_MinDis.dzn,SATISFIED,1200.6641640197486,26,3070,MinDis_dcmp,0.136,1199.267,minimize,0.731227,6823543,861.302,26,415374,6889,415374,0.0,1.41,800,2300,3000,1113331,1113331,7957239,257701100,765,3841,0,3068,1550,-528303664,390726,1500,0.0,393798
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_8a_alloc1_MinDis.dzn,SATISFIED,1201.5935121495277,12,8113,MinDis_dcmp,0.393,1198.091,minimize,1.91869,12339833,790.479,12,863450,18240,863450,0.0,2.11,2100,6100,8000,30603,30603,12395846,170298574,2019,10126,0,8111,4100,387378372,1696823,4000,0.0,1704938
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_6a_alloc1_MinDis.dzn,UNKNOWN,1201.4417093526572,0,8104,MinDis_dcmp,0.376,1198.133,minimize,1.88103,12916330,0.0,0,-1,18229,,0.0,10.68,2100,6100,8000,126171,126171,13044502,68765745,2004,10112,0,8102,4100,1203590582,1299813,4000,0.0,1307919
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_10a_alloc1_MinDis.dzn,UNKNOWN,1201.481796367094,0,8122,MinDis_dcmp,0.385,1198.159,minimize,1.90742,12982848,0.0,0,-1,18251,,0.0,3.16,2100,6100,8000,18233,18233,13003082,563222353,2004,10140,0,8120,4100,-1100281233,1020452,4000,0.0,1028576
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_9a_alloc1_MinDis.dzn,UNKNOWN,1201.5585391875356,0,8122,MinDis_dcmp,0.398,1198.266,minimize,1.82734,28965588,0.0,0,-1,18250,,0.0,4.75,2100,6100,8000,34641,34641,29002230,400612738,2004,10142,0,8120,4100,-1629967979,1118064,4000,0.0,1126188
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta70_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta70_5a_alloc1_MinDis.dzn,SATISFIED,1200.8093706611544,15,4062,MinDis_dcmp,0.193,1199.047,minimize,0.951974,3943189,57.114,15,261238,9136,261238,0.0,3.16,1050,3050,4000,696743,696743,4655925,228782284,1013,5080,0,4060,2050,-672114062,681608,2000,0.0,685672
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_6a_alloc1_MinDis.dzn,UNKNOWN,1201.2925964146852,0,8106,MinDis_dcmp,0.391,1198.227,minimize,1.81131,20369479,0.0,0,-1,18231,,0.0,4.75,2100,6100,8000,29434,29434,20400914,763918559,2004,10116,0,8104,4100,1298268659,659324,4000,0.0,667432
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta36_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta36_3a_alloc1_MinDis.dzn,UNKNOWN,1200.7974324841052,0,1844,MinDis_dcmp,0.083,1199.467,minimize,0.53168,8509384,0.0,0,-1,4141,,0.0,10.68,480,1380,1800,289043,289043,8798747,73035416,454,2313,0,1842,930,978407337,865618,900,0.0,867464
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta51_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta51_5a_alloc1_MinDis.dzn,SATISFIED,1200.650949506089,42,3069,MinDis_dcmp,0.14,1199.231,minimize,0.767844,5499783,7.158,42,5,6888,5,0.0,0.94,800,2300,3000,1368507,1368507,6899083,195216331,762,3839,0,3067,1550,-221926165,336069,1500,0.0,339140
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta69_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta69_5a_alloc1_MinDis.dzn,SATISFIED,1200.8969856388867,30,4067,MinDis_dcmp,0.187,1199.018,minimize,0.980601,22315123,1127.386,30,71391,9141,71391,0.0,4.75,1050,3050,4000,113496,113496,22459253,781207596,1016,5090,0,4065,2050,1662617093,812516,2000,0.0,816585
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_8a_alloc1_MinDis.dzn,SATISFIED,1201.749298721552,,,MinDis_dcmp,,,minimize,1.98694,,,96,,18249,33723,,,2100,6100,8000,,,,,,,0,8120,4100,,,4000,,
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_5a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,1194.6433982159942,194,8100,MinDis_dcmp,0.379,1190.86,minimize,1.8976,5616384,1190.733,194,0,18224,0,0.0,3.16,2100,6100,8000,69937,69937,6064151,276325530,2019,10106,0,8098,4100,-375195003,2674873,4000,0.0,2682975
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta37_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta37_3a_alloc1_MinDis.dzn,SATISFIED,1200.467725045979,4,1844,MinDis_dcmp,0.085,1199.517,minimize,0.481612,2578276,225.614,4,53734,4141,53734,0.0,0.63,480,1380,1800,1040996,1040996,3621421,411370884,461,2313,0,1842,930,-1831169481,164198,900,0.0,166044
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta47_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta47_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,10.93911637365818,7,2442,MinDis_dcmp,0.109,9.9,minimize,0.611999,81057,9.072,7,104,5494,104,0.0,0.42,630,1830,2400,9361,9361,93063,9356891,604,3064,0,2440,1230,-616106446,221501,1200,0.0,223945
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_8a_alloc1_MinDis.dzn,SATISFIED,1201.6486881244928,18,8115,MinDis_dcmp,0.393,1198.112,minimize,1.90704,968484,433.118,18,900260,18242,900260,0.0,2.11,2100,6100,8000,20438,20438,1026152,124466998,2018,10130,0,8113,4100,295174954,1964035,4000,0.0,1972152
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta59_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta59_3a_alloc1_MinDis.dzn,SATISFIED,1200.610739985481,3,3059,MinDis_dcmp,0.134,1199.25,minimize,0.749106,10713970,282.13,3,552105,6876,552105,0.0,3.16,800,2300,3000,1182939,1182939,11899875,434644234,761,3823,0,3057,1550,-324245654,340207,1500,0.0,343268
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta32_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta32_2a_alloc1_MinDis.dzn,SATISFIED,1200.4705796055496,7,1839,MinDis_dcmp,0.081,1199.499,minimize,0.498652,2137806,346.951,7,100,4135,100,0.0,0.63,480,1380,1800,759789,759789,2900921,410203172,458,2305,0,1837,930,-2122419729,244512,900,0.0,246353
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta49_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta49_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,219.74790124036372,6,2437,MinDis_dcmp,0.111,218.551,minimize,0.651903,509373,218.426,6,0,5488,0,0.0,0.94,630,1830,2400,145885,145885,658742,101463055,610,3056,0,2435,1230,354113082,245319,1200,0.0,247758
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_8a_alloc1_MinDis.dzn,UNKNOWN,1201.359391476959,0,8112,MinDis_dcmp,0.377,1198.094,minimize,1.93284,31360208,0.0,0,-1,18239,,0.0,3.16,2100,6100,8000,38280,38280,31400489,585150024,2004,10124,0,8110,4100,2075312308,809574,4000,0.0,817688
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta54_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta54_4a_alloc1_MinDis.dzn,SATISFIED,1200.7242882233113,4,3065,MinDis_dcmp,0.141,1199.216,minimize,0.785325,15990801,45.964,4,1031597,6883,1031597,0.0,4.75,800,2300,3000,98958,98958,16093523,616555984,762,3833,0,3063,1550,670728242,532626,1500,0.0,535693
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta56_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta56_3a_alloc1_MinDis.dzn,SATISFIED,1200.7884850967675,2,3057,MinDis_dcmp,0.139,1199.21,minimize,0.791465,27364539,1.834,2,1093758,6874,1093758,0.0,10.68,800,2300,3000,98540,98540,27465346,978462725,763,3819,0,3055,1550,798088260,504219,1500,0.0,507278
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta64_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta64_5a_alloc1_MinDis.dzn,SATISFIED,1200.8642230238765,39,4056,MinDis_dcmp,0.179,1199.04,minimize,0.957256,10440136,1035.078,39,21272,9130,21272,0.0,2.11,1050,3050,4000,613997,613997,11093854,283826232,1016,5068,0,4054,2050,-516735514,777046,2000,0.0,781104
Chuffed Dcmp,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta60_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta60_4a_alloc1_MinDis.dzn,SATISFIED,1200.9575542993844,60,3066,MinDis_dcmp,0.138,1199.226,minimize,0.772724,15075964,914.694,60,2581,6884,2581,0.0,4.75,800,2300,3000,647216,647216,15769141,406263333,765,3835,0,3064,1550,781467392,649025,1500,0.0,652093
